id,paragraph_1,kg_1,paragraph_2,kg_2
259,cooley said he expects muhammad will similarly be called as a witness at a pretrial hearing for malvo .,"[[""Cooley"", ""expects"", ""Muhammad""], [""Muhammad"", ""to_be_called_as_witness"", ""pretrial_hearing""], [""pretrial_hearing"", ""for"", ""Malvo""]]",lee boyd malvo will be called as a witness wednesday in a pretrial hearing for fellow sniper suspect john allen muhammad .,"[[""Lee_Boyd_Malvo"", ""to_be_called_as_witness"", ""pretrial_hearing""], [""pretrial_hearing"", ""for"", ""John_Allen_Muhammad""], [""John_Allen_Muhammad"", ""fellow_sniper_suspect_of"", ""Lee_Boyd_Malvo""], [""pretrial_hearing"", ""scheduled_on"", ""Wednesday""]]"
260,"marc garber , whitley 's attorney , had a different view .","[[""Marc_Garber"", ""attorney_of"", ""Whitley""], [""Marc_Garber"", ""had_view"", ""different_view""]]","whitley 's attorney , marc garber , called the ruling "" a huge victory . ""","[[""Marc_Garber"", ""attorney_of"", ""Whitley""], [""Marc_Garber"", ""described_ruling_as"", ""huge_victory""]]"
261,the american conservatives are clearly in the minority within the episcopal church .,"[[""American_conservatives"", ""in_minority_within"", ""Episcopal_church""]]",the letter indicates the vatican 's interest in bolstering conservatives within the episcopal church .,"[[""Vatican"", ""interested_in"", ""bolstering_conservatives""], [""bolstering_conservatives"", ""within"", ""Episcopal_church""]]"
262,a woman is slicing a pumpkin .,"[[""woman"", ""slicing"", ""pumpkin""]]",a woman is riding an elephant .,"[[""woman"", ""riding"", ""elephant""]]"
263,a man jumping rope,"[[""man"", ""action"", ""jumping_rope""]]",a man is talking .,"[[""man"", ""action"", ""talking""]]"
264,a man is kicking a soccer ball .,"[[""man"", ""kicking"", ""soccer_ball""]]",a man is mixing a bowl .,"[[""man"", ""mixing"", ""bowl""]]"
265,a man is dancing .,"[[""man"", ""is_dancing"", ""None""]]",a man is riding a horse .,"[[""man"", ""is_riding"", ""horse""]]"
266,"but from the american point of view , the international role of the dollar was a trap .","[[""American"", ""point_of_view"", ""international_role_of_dollar""], [""international_role_of_dollar"", ""viewed_as"", ""trap""]]","but the us point of view , the international role of the dollar was a trap .","[[""US"", ""point_of_view"", ""international_role_of_dollar""], [""international_role_of_dollar"", ""viewed_as"", ""trap""]]"
267,a woman is chopping an onion .,"[[""woman"", ""chopping"", ""onion""]]",a woman is slicing partially into half of an onion .,"[[""woman"", ""slicing"", ""onion""], [""onion"", ""state"", ""half""]]"
268,"recover , return to former state","[[""recover"", ""means"", ""return_to_former_state""]]",return to a former condition .,"[[""return"", ""means"", ""to_a_former_condition""]]"
269,three children are eating their food .,"[[""children"", ""are_eating"", ""food""], [""children"", ""number"", ""three""]]",the deer jumped over the fence .,"[[""deer"", ""jumped_over"", ""fence""]]"
270,"but if europe 's performance continues to decline , would this perception survive ?","[[""Europe"", ""performance_decline"", ""perception""]]",but this picture can survive a continuing decline ?,"[[""picture"", ""can_survive"", ""decline""]]"
271,"provide with rails , as by laying .","[[""rails"", ""used_for"", ""laying""]]",lay with rails .,"[[""rails"", ""used_for"", ""laying""]]"
272,pro-market economists don 't object to corporations that blatantly use snob appeal to promote their products .,"[[""pro-market_economists"", ""do_not_object_to"", ""corporations""], [""corporations"", ""use"", ""snob_appeal""], [""snob_appeal"", ""used_for"", ""promoting_products""]]",the economists pro-market do not oppose the companies which openly use the attraction of the luxury to promote their products .,"[[""pro-market_economists"", ""do_not_oppose"", ""companies""], [""companies"", ""use"", ""attraction_of_luxury""], [""attraction_of_luxury"", ""used_for"", ""promoting_products""]]"
273,"the company will launch 800 hot spots , or "" wi-fi zones , "" later this summer , and plans to have more than 2,100 by the end of the year .","[[""company"", ""will_launch"", ""800_hot_spots""], [""800_hot_spots"", ""also_known_as"", ""wi-fi_zones""], [""company"", ""plans_to_have"", ""more_than_2,100_hot_spots""], [""more_than_2,100_hot_spots"", ""launch_by"", ""end_of_the_year""]]","the service will launch later this summer with 800 locations , and sprint plans 2,100 locations by the end of the year .","[[""service"", ""will_launch"", ""later_this_summer""], [""service"", ""will_launch_with"", ""800_locations""], [""sprint"", ""plans"", ""2,100_locations""], [""2,100_locations"", ""planned_by"", ""end_of_the_year""]]"
274,a man is preparing a snake for cooking .,"[[""man"", ""preparing"", ""snake""], [""snake"", ""being_prepared_for"", ""cooking""], [""man"", ""cooking"", ""snake""]]",the man is dropping sliced cucumbers into water .,"[[""man"", ""dropping"", ""sliced_cucumbers""], [""sliced_cucumbers"", ""being_dropped_into"", ""water""], [""man"", ""interacting_with"", ""water""]]"
275,a woman is slicing some tomatoes .,"[[""woman"", ""slicing"", ""tomatoes""]]",a woman is chopping a potato .,"[[""woman"", ""chopping"", ""potato""]]"
276,escape or avoid a situation or responsibility,"[[""situation"", ""can_be_avoided_by"", ""escape""], [""responsibility"", ""can_be_avoided_by"", ""escape""], [""situation"", ""can_be_avoided_by"", ""avoid""], [""responsibility"", ""can_be_avoided_by"", ""avoid""]]",use cunning or deceit to escape or avoid .,"[[""cunning"", ""used_to"", ""escape""], [""deceit"", ""used_to"", ""escape""], [""cunning"", ""used_to"", ""avoid""], [""deceit"", ""used_to"", ""avoid""], [""situation"", ""can_be_avoided_by"", ""cunning""], [""situation"", ""can_be_avoided_by"", ""deceit""], [""situation"", ""can_be_avoided_by"", ""escape""], [""situation"", ""can_be_avoided_by"", ""avoid""]]"
277,( parliament adopted the legislative resolution ),"[[""parliament"", ""adopted"", ""legislative_resolution""]]",( parliament adopted the legislative resolution ),"[[""parliament"", ""adopted"", ""legislative_resolution""]]"
278,committee with supervisory powers,"[[""committee"", ""has"", ""supervisory_powers""]]",a committee having supervisory powers .,"[[""committee"", ""has"", ""supervisory_powers""]]"
279,"several relatives of australian victims of the attack were in court to witness the proceedings , but few balinese attended the trial .","[[""Australian_victims"", ""relatives_of"", ""relatives""], [""relatives"", ""attended"", ""court""], [""relatives"", ""witnessed"", ""proceedings""], [""Balisene"", ""attended"", ""trial""], [""trial"", ""held_in"", ""court""], [""attack"", ""had_victims"", ""Australian_victims""], [""Australian_victims"", ""from"", ""Australia""]]","several relatives of australian victims of the attack sat in the front row of the court , but few balinese attended the trial .","[[""Australian_victims"", ""relatives_of"", ""relatives""], [""relatives"", ""sat_in"", ""front_row""], [""front_row"", ""located_in"", ""court""], [""relatives"", ""attended"", ""trial""], [""Balisene"", ""attended"", ""trial""], [""trial"", ""held_in"", ""court""], [""attack"", ""had_victims"", ""Australian_victims""], [""Australian_victims"", ""from"", ""Australia""]]"
280,a man is cycling .,"[[""man"", ""is_cycling"", ""True""]]",a man is talking .,"[[""man"", ""is_talking"", ""True""]]"
281,"frank quattrone , the former credit suisse first boston technology investment-banking guru , reportedly pleaded not guilty tuesday to charges of obstruction of justice and witness tampering .","[[""Frank_Quattrone"", ""occupation"", ""investment_banking_guru""], [""Frank_Quattrone"", ""former_employer"", ""Credit_Suisse_First_Boston""], [""Frank_Quattrone"", ""pleaded"", ""not_guilty""], [""Frank_Quattrone"", ""charged_with"", ""obstruction_of_justice""], [""Frank_Quattrone"", ""charged_with"", ""witness_tampering""], [""obstruction_of_justice"", ""type_of"", ""charge""], [""witness_tampering"", ""type_of"", ""charge""]]",new york - ( dow jones ) - former star investment banker frank quattrone pleaded not guilty tuesday to criminal charges of obstruction of justice and witness tampering .,"[[""Frank_Quattrone"", ""occupation"", ""investment_banker""], [""Frank_Quattrone"", ""pleaded"", ""not_guilty""], [""Frank_Quattrone"", ""charged_with"", ""obstruction_of_justice""], [""Frank_Quattrone"", ""charged_with"", ""witness_tampering""], [""obstruction_of_justice"", ""type_of"", ""criminal_charge""], [""witness_tampering"", ""type_of"", ""criminal_charge""], [""New_York"", ""location_of"", ""court""]]"
282,"indeed , the french philosopher marcel gauchet entitled a recent book democracy against itself .","[[""Marcel_Gauchet"", ""entitled"", ""democracy_against_itself""], [""Marcel_Gauchet"", ""nationality"", ""French""], [""democracy_against_itself"", ""written_by"", ""Marcel_Gauchet""]]",we can also note that the french philosopher marcel gauchet entitled the recent books against democracy itself .,"[[""Marcel_Gauchet"", ""entitled"", ""against_democracy_itself""], [""Marcel_Gauchet"", ""nationality"", ""French""], [""against_democracy_itself"", ""written_by"", ""Marcel_Gauchet""]]"
52,there must be a balance as a whole .,"[[""balance"", ""required_for"", ""whole""]]",the unity must be in balance .,"[[""unity"", ""requires"", ""balance""]]"
55,some results are remarkable .,[],some results .,[]
96,then perhaps we could have avoided a catastrophe .,[],perhaps we should have been able to prevent a disaster .,[]
112,there must be a balance as a whole .,"[[""balance"", ""required_for"", ""whole""]]",the whole must be in balance .,"[[""whole"", ""requires"", ""balance""]]"
113,"thank you , commissioner .","[[""commissioner"", ""received_thanks_from"", ""unknown_entity""]]","thank you , commissioner .","[[""commissioner"", ""received_thanks_from"", ""unknown_entity""]]"
119,forcefully request,[],request urgently and forcefully .,[]
147,change one for another,[],"give to , and receive from , one another .",[]
148,( cause to ) survive,[],cause to move by pulling .,"[[""cause"", ""results_in"", ""move""], [""move"", ""caused_by"", ""pulling""]]"
149,then perhaps we could have avoided a catastrophe .,[],we would perhaps have been able to then avoid a disaster .,[]
159,[ provide with a new or different resting place,"[[""new"", ""relation"", ""resting_place""]]",provide with a new seat .,"[[""new"", ""relation"", ""seat""]]"
186,then perhaps we could have avoided a catastrophe .,[],we maybe then could have avoided a catastrophe .,[]
229,impress or affect deeply ( emotionally ) .,"[[""impress"", ""synonym"", ""affect_deeply""], [""impress"", ""relation"", ""emotionally""], [""affect_deeply"", ""relation"", ""emotionally""]]",impress or affect deeply .,"[[""impress"", ""synonym"", ""affect_deeply""]]"
283,"stick out , jut out , protrude","[[""stick_out"", ""synonym_of"", ""jut_out""], [""stick_out"", ""synonym_of"", ""protrude""], [""jut_out"", ""synonym_of"", ""protrude""]]",extend out or project in space .,"[[""extend_out"", ""meaning"", ""project_in_space""]]"
284,"they are ignorant , poor , and sick .","[[""they"", ""are"", ""ignorant""], [""they"", ""are"", ""poor""], [""they"", ""are"", ""sick""]]","they are poor , sick and uncultivated .","[[""they"", ""are"", ""poor""], [""they"", ""are"", ""sick""], [""they"", ""are"", ""uncultivated""]]"
285,partake or provide a banquet,"[[""banquet"", ""provided_by"", ""partake""], [""partake"", ""provides"", ""banquet""]]",partake in a feast or banquet .,"[[""feast"", ""partaken_in"", ""partake""], [""banquet"", ""partaken_in"", ""partake""], [""partake"", ""partakes_in"", ""feast""], [""partake"", ""partakes_in"", ""banquet""]]"
286,chechen officials working for the moscow-backed government are a frequent target for rebels and tension is running high ahead of next sunday 's presidential election in war-torn chechnya .,"[[""Chechen_officials"", ""working_for"", ""Moscow-backed_government""], [""Chechen_officials"", ""frequent_target_for"", ""rebels""], [""tension"", ""running_high"", ""ahead_of_presidential_election""], [""presidential_election"", ""taking_place_in"", ""Chechnya""], [""Chechnya"", ""described_as"", ""war-torn""], [""presidential_election"", ""scheduled_for"", ""next_Sunday""]]","officials in chechnya 's moscow-backed government are a frequent target for rebels , and tension is running high ahead of sunday 's presidential election in the war-ravaged region .","[[""officials"", ""working_for"", ""Moscow-backed_government_in_Chechnya""], [""officials"", ""frequent_target_for"", ""rebels""], [""tension"", ""running_high"", ""ahead_of_presidential_election""], [""presidential_election"", ""taking_place_in"", ""Chechnya""], [""Chechnya"", ""described_as"", ""war-ravaged""], [""presidential_election"", ""scheduled_for"", ""Sunday""]]"
287,the recording industry association of america says it plans to sue the song traders next month .,"[[""Recording_Industry_Association_of_America"", ""plans_to_sue"", ""Song_Traders""], [""Recording_Industry_Association_of_America"", ""sue_in"", ""next_month""]]","that is , if the recording industry association of america has anything to say about it .","[[""Recording_Industry_Association_of_America"", ""has_say_in"", ""matter""]]"
288,a man is seasoning some carrots .,"[[""man"", ""seasoning"", ""carrots""]]",a woman is slicing garlic .,"[[""woman"", ""slicing"", ""garlic""]]"
289,"as i already explained during second reading , there is a crisis underlying this directive amendment .","[[""i"", ""explained_during"", ""second_reading""], [""second_reading"", ""has"", ""crisis""], [""crisis"", ""underlying"", ""directive_amendment""]]","as i have already explained , at second reading , a crisis is at the root of this modification of directive .","[[""i"", ""explained_at"", ""second_reading""], [""second_reading"", ""has"", ""crisis""], [""crisis"", ""at_root_of"", ""modification_of_directive""]]"
290,maij-weggen report ( a5-0323 / 2000 ),"[[""maij-weggen_report"", ""identified_as"", ""A5-0323_2000""]]",mrs maij-weggen 's report ( 5 / 2000 ),"[[""mrs_maij-weggen"", ""author_of"", ""report""], [""report"", ""identified_as"", ""5_2000""], [""mrs_maij-weggen"", ""related_to"", ""maij-weggen_report""]]"
291,"the statewide unemployment rate fell to 6.4 percent , down from a revised 6.7 percent in august .","[[""statewide_unemployment_rate"", ""fell_to"", ""6.4_percent""], [""statewide_unemployment_rate"", ""was_revised_from"", ""6.7_percent""], [""6.7_percent"", ""occurred_in"", ""august""]]","the unemployment rate in san joaquin county dipped last month to 8.5 percent , down nearly a full percentage point from august .","[[""unemployment_rate_in_san_joaquin_county"", ""dipped_to"", ""8.5_percent""], [""8.5_percent"", ""decrease_from"", ""august""], [""unemployment_rate_in_san_joaquin_county"", ""decreased_by"", ""nearly_a_full_percentage_point""], [""unemployment_rate_in_san_joaquin_county"", ""occurred_in"", ""last_month""], [""last_month"", ""compared_to"", ""august""]]"
292,a woman is cracking eggs .,"[[""woman"", ""cracking"", ""eggs""]]",a man is talking to a woman .,"[[""man"", ""talking_to"", ""woman""]]"
293,fill with high spirits,[],fill with high spirits ; fill with optimism .,[]
294,move in an irregular course,"[[""move"", ""has_course"", ""irregular_course""]]",move to and fro or from place to place usually in an irregular course .,"[[""move"", ""has_direction"", ""to_and_fro""], [""move"", ""has_direction"", ""from_place_to_place""], [""move"", ""has_course"", ""irregular_course""]]"
295,"on saturday , a 149mph serve against agassi equalled rusedski 's world record .","[[""Rusedski"", ""equalled"", ""world_record""], [""world_record"", ""speed"", ""149mph""], [""Rusedski"", ""achieved_on"", ""Saturday""], [""Rusedski"", ""competed_against"", ""Agassi""]]","on saturday , roddick equalled the world record with a 149 m.p.h. serve in beating andre agassi .","[[""Roddick"", ""equalled"", ""world_record""], [""world_record"", ""speed"", ""149_m.p.h.""], [""Roddick"", ""achieved_on"", ""Saturday""], [""Roddick"", ""competed_against"", ""Andre_Agassi""], [""Roddick"", ""won_against"", ""Andre_Agassi""]]"
296,a woman is sewing on a machine .,"[[""woman"", ""action"", ""sewing""], [""woman"", ""using"", ""machine""], [""sewing"", ""location"", ""on_machine""]]",a woman is breading some meat .,"[[""woman"", ""action"", ""breading""], [""woman"", ""manipulating"", ""meat""], [""breading"", ""object"", ""meat""]]"
297,"unfortunately , others separate on the basis of accumulated hatred .","[[""others"", ""separate_on_basis_of"", ""accumulated_hatred""], [""others"", ""separate"", ""on_basis_of_accumulated_hatred""], [""accumulated_hatred"", ""basis_of_separation_for"", ""others""]]",other separate unfortunately because of resentment accumulated .,"[[""other"", ""separate_because_of"", ""resentment_accumulated""], [""other"", ""separate"", ""due_to_resentment""], [""resentment_accumulated"", ""reason_for_separation"", ""other""]]"
298,"mr. bush had sought to store his papers in his father 's presidential library , where they would have stayed secret for a half-century .","[[""Mr._Bush"", ""sought_to_store"", ""his_papers""], [""his_papers"", ""would_be_stored_at"", ""his_father\""s_presidential_library""], [""his_papers"", ""would_remain_secret_for"", ""half-century""], [""his_father\""s_presidential_library"", ""belonged_to"", ""Mr._Bush\""s_father""]]","in texas , public watchdog groups opposed mr. bush 's efforts to house his papers at his father 's presidential library , where they would have remained secret for a half-century .","[[""Mr._Bush"", ""sought_to_house"", ""his_papers""], [""his_papers"", ""would_be_housed_at"", ""his_father\""s_presidential_library""], [""his_papers"", ""would_remain_secret_for"", ""half-century""], [""Public_watchdog_groups"", ""opposed"", ""Mr._Bush\""s_efforts""], [""Mr._Bush\""s_efforts"", ""involved"", ""housing_his_papers_at_his_father\""s_presidential_library""], [""his_father\""s_presidential_library"", ""located_in"", ""Texas""], [""his_father\""s_presidential_library"", ""belonged_to"", ""Mr._Bush\""s_father""]]"
299,we often pontificate here about being the representatives of the citizens of europe .,"[[""we"", ""represent"", ""citizens_of_europe""], [""citizens_of_europe"", ""from"", ""Europe""]]",we are proud often here to represent the citizens of europe .,"[[""we"", ""represent"", ""citizens_of_europe""], [""citizens_of_europe"", ""from"", ""Europe""]]"
300,today 's great pax europa and today 's pan-european prosperity depend on this .,"[[""great_pax_europa"", ""depends_on"", ""it""], [""pan-european_prosperity"", ""depends_on"", ""it""]]","the large europa of today , just as the prosperity , depends on it .","[[""large_europa"", ""depends_on"", ""it""], [""prosperity"", ""depends_on"", ""it""]]"
301,"likewise , the 30-year bond < us30yt = rr > slid 1-11 / 32 for a yield of 4.38 percent , up from 4.30 percent .","[[""30-year_bond"", ""slid"", ""1-11/32""], [""30-year_bond"", ""yield"", ""4.38_percent""], [""4.38_percent"", ""up_from"", ""4.30_percent""]]","the 30-year bond us30yt = rr jumped 20 / 32 , taking its yield to 4.14 percent from 4.18 percent .","[[""30-year_bond"", ""jumped"", ""20/32""], [""30-year_bond"", ""yield"", ""4.14_percent""], [""4.14_percent"", ""down_from"", ""4.18_percent""]]"
302,the ( period of ) control of a country by military forces of a foreign power .,"[[""country"", ""controlled_by"", ""military_forces""], [""military_forces"", ""belong_to"", ""foreign_power""]]",the control of a country by military forces of a foreign power .,"[[""country"", ""controlled_by"", ""military_forces""], [""military_forces"", ""belong_to"", ""foreign_power""]]"
303,a man is dancing .,"[[""man"", ""is_dancing"", ""none""]]",a man is eating bread .,"[[""man"", ""is_eating"", ""bread""]]"
304,"the broader standard & poor 's 500 index .spx fell 3 points , or 0.30 percent , to 995 .","[[""SP_500_index"", ""fell"", ""3_points""], [""SP_500_index"", ""decreased_by_percentage"", ""0.30_percent""], [""SP_500_index"", ""closed_at"", ""995""]]","the technology-laced nasdaq composite index < .ixic > added 1.92 points , or 0.12 percent , at 1,647.94 .","[[""Nasdaq_Composite_Index"", ""added"", ""1.92_points""], [""Nasdaq_Composite_Index"", ""increased_by_percentage"", ""0.12_percent""], [""Nasdaq_Composite_Index"", ""closed_at"", ""1647.94""]]"
305,the man is using a camera to hammer a nail .,"[[""man"", ""using"", ""camera""], [""camera"", ""used_as"", ""hammer""], [""man"", ""hammering"", ""nail""], [""camera"", ""hammering"", ""nail""]]",someone is banging a camera lense against a nail .,"[[""someone"", ""banging"", ""camera_lense""], [""camera_lense"", ""banging_against"", ""nail""], [""someone"", ""banging"", ""nail""]]"
306,a man and woman is riding in a car .,"[[""man"", ""riding_with"", ""woman""], [""man"", ""riding_in"", ""car""], [""woman"", ""riding_with"", ""man""], [""woman"", ""riding_in"", ""car""]]",a woman is frying shrimp .,"[[""woman"", ""frying"", ""shrimp""]]"
307,a man is playing a flute in a band .,"[[""man"", ""playing"", ""flute""], [""man"", ""member_of"", ""band""], [""flute"", ""played_by"", ""man""], [""man"", ""plays_in"", ""band""]]",a man is playing a guitar .,"[[""man"", ""playing"", ""guitar""]]"
308,"shares of lendingtree rose $ 6.21 , or 42 percent , to $ 20.90 after hitting $ 21.36 earlier .","[[""Lendingtree"", ""rose"", ""$6.21""], [""Lendingtree"", ""rose_percentage"", ""42_percent""], [""Lendingtree"", ""price"", ""$20.90""], [""Lendingtree"", ""previous_high"", ""$21.36""]]","lendingtree shares rose 43 percent , or $ 6.31 , to $ 21 , more than doubling in the last two months .","[[""Lendingtree"", ""rose"", ""$6.31""], [""Lendingtree"", ""rose_percentage"", ""43_percent""], [""Lendingtree"", ""price"", ""$21""], [""Lendingtree"", ""timeframe_for_doubling"", ""two_months""]]"
309,"initiation , founding , introduction of something","[[""initiation"", ""synonym_of"", ""founding""], [""initiation"", ""synonym_of"", ""introduction_of_something""], [""founding"", ""synonym_of"", ""introduction_of_something""]]",the act of starting something for the first time ; introducing something new .,"[[""act_of_starting_something"", ""description"", ""introducing_something_new""], [""act_of_starting_something"", ""characterized_by"", ""first_time""], [""introducing_something_new"", ""related_to"", ""act_of_starting_something""]]"
310,the unions also staged a five-day strike in march that forced all but one of yale 's dining halls to close .,"[[""unions"", ""staged"", ""five-day_strike""], [""five-day_strike"", ""occurred_in"", ""March""], [""five-day_strike"", ""forced_to_close"", ""Yale_dining_halls""], [""Yale_dining_halls"", ""except"", ""one_dining_hall""], [""one_dining_hall"", ""remained_open"", ""Yale""]]",the unions also staged a five-day strike in march ; strikes have preceded eight of the last 10 contracts .,"[[""unions"", ""staged"", ""five-day_strike""], [""five-day_strike"", ""occurred_in"", ""March""], [""strikes"", ""preceded"", ""contracts""], [""contracts"", ""number"", ""10""], [""preceded_contracts"", ""number"", ""8""]]"
311,a woman peels garlic with her hands .,"[[""woman"", ""peels"", ""garlic""], [""woman"", ""uses"", ""hands""]]",the woman is slicing herbs .,"[[""woman"", ""slicing"", ""herbs""]]"
312,a person is slicing an onion .,"[[""person"", ""is_slicing"", ""onion""]]",a cat is pooping into a toilet .,"[[""cat"", ""is_pooping_into"", ""toilet""]]"
313,"a sporting match , boxing","[[""sporting_match"", ""type"", ""boxing""]]",a boxing or wrestling match .,"[[""match"", ""type"", ""boxing""], [""match"", ""type"", ""wrestling""]]"
314,a woman cracks two eggs into a glass bowl .,"[[""woman"", ""cracks"", ""eggs""], [""eggs"", ""number"", ""2""], [""woman"", ""cracks_into"", ""glass_bowl""], [""eggs"", ""contained_in"", ""glass_bowl""]]",a woman is cracking an egg into a bowl .,"[[""woman"", ""cracking"", ""egg""], [""egg"", ""contained_in"", ""bowl""], [""woman"", ""cracks_into"", ""bowl""]]"
315,"the bestowing of a franchise , enfranchisment","[[""franchise"", ""synonym"", ""enfranchisment""]]",the act of certifying or bestowing a franchise on .,"[[""act"", ""involves"", ""certifying""], [""act"", ""involves"", ""bestowing""], [""bestowing"", ""object"", ""franchise""]]"
316,an abundance of something,[],the property of copious abundance .,"[[""property"", ""of"", ""copious_abundance""], [""copious_abundance"", ""has_property"", ""abundance""]]"
317,microsoft has been awarded a patent for a feature in instant messaging that alerts a user when the person they are communicating with is inputting a message .,"[[""Microsoft"", ""awarded"", ""patent""], [""patent"", ""for"", ""feature_in_instant_messaging""], [""feature_in_instant_messaging"", ""alerts"", ""user""], [""feature_in_instant_messaging"", ""triggers_on"", ""person_inputting_message""], [""person_inputting_message"", ""is_communicating_with"", ""user""]]",microsoft has been awarded a patent on a popular instant-messaging feature that shows users when the person on the other end of the conversation is typing a message .,"[[""Microsoft"", ""awarded"", ""patent""], [""patent"", ""for"", ""popular_instant-messaging_feature""], [""popular_instant-messaging_feature"", ""shows"", ""users""], [""popular_instant-messaging_feature"", ""displays"", ""person_typing_message""], [""person_typing_message"", ""is_on"", ""other_end_of_conversation""], [""other_end_of_conversation"", ""part_of"", ""conversation""]]"
318,"justices said that the constitution allows the government to administer drugs only "" in limited circumstances . ""","[[""justices"", ""said"", ""constitution_allows_government_to_administer_drugs""], [""constitution_allows_government_to_administer_drugs"", ""in_circumstances"", ""limited_circumstances""]]","in a 6-3 ruling , the justices said such anti-psychotic drugs can be used only in "" limited circumstances . ""","[[""justices"", ""said"", ""anti-psychotic_drugs_can_be_used""], [""anti-psychotic_drugs_can_be_used"", ""in_circumstances"", ""limited_circumstances""], [""justices"", ""made_ruling"", ""6-3_ruling""]]"
319,"unfortunately , others separate on the basis of accumulated hatred .","[[""others"", ""separate_on_basis_of"", ""accumulated_hatred""]]",on others who are unfortunately in the reason of a vengeance gained .,"[[""others"", ""in_reason_of"", ""vengeance""]]"
320,a cat is eating some corn .,"[[""cat"", ""eating"", ""corn""]]",a cat is eating corn on the cob .,"[[""cat"", ""eating"", ""corn_on_the_cob""]]"
321,"the fishermen are inactive , tired and disappointed .","[[""fishermen"", ""are"", ""inactive""], [""fishermen"", ""are"", ""tired""], [""fishermen"", ""are"", ""disappointed""]]","the fishermen are inactive , tired and disappointed .","[[""fishermen"", ""are"", ""inactive""], [""fishermen"", ""are"", ""tired""], [""fishermen"", ""are"", ""disappointed""]]"
322,"the bottom line is that when interest rates rise , asset values will fall .","[[""interest_rates"", ""rise"", ""asset_values_fall""], [""asset_values"", ""fall_when"", ""interest_rates_rise""]]","essence , it is that when interest rates go up , the values of the credit fall .","[[""interest_rates"", ""go_up"", ""credit_values_fall""], [""credit_values"", ""fall_when"", ""interest_rates_go_up""]]"
323,make a line or marks on a surface ; copy by following the lines of,"[[""action"", ""performed_on"", ""surface""], [""action"", ""results_in"", ""line_or_marks""], [""action"", ""described_as"", ""copy_by_following_lines""]]",make a mark or lines on a surface .,"[[""action"", ""performed_on"", ""surface""], [""action"", ""results_in"", ""mark_or_lines""]]"
324,the european union has got to do something and do it quickly .,"[[""European_Union"", ""needs_to_act"", ""quickly""]]","it is right that the european union is involved , and for this to be done quickly .","[[""European_Union"", ""is_involved"", ""True""], [""European_Union"", ""needs_to_act"", ""quickly""]]"
325,"st. paul chairman and chief executive jay s. fishman , 51 , will be ceo of the combined company .","[[""Jay_S._Fishman"", ""age"", ""51""], [""Jay_S._Fishman"", ""occupation"", ""chairman""], [""Jay_S._Fishman"", ""occupation"", ""chief_executive""], [""Jay_S._Fishman"", ""works_at"", ""St._Paul""], [""Jay_S._Fishman"", ""will_be"", ""CEO_of_combined_company""]]","jay fishman , 51 , chairman and chief executive of st paul , will be chief executive of the combined company .","[[""Jay_Fishman"", ""age"", ""51""], [""Jay_Fishman"", ""occupation"", ""chairman""], [""Jay_Fishman"", ""occupation"", ""chief_executive""], [""Jay_Fishman"", ""works_at"", ""St_Paul""], [""Jay_Fishman"", ""will_be"", ""chief_executive_of_combined_company""]]"
326,a caress with the lips,"[[""a_caress"", ""performed_with"", ""lips""]]",the act of caressing with the lips ( or an instance thereof ) .,"[[""the_act_of_caressing"", ""performed_with"", ""lips""], [""the_act_of_caressing"", ""instance_of"", ""caressing""]]"
327,being a muslim and being an islamist are not the same thing .,"[[""being_muslim"", ""not_same_as"", ""being_islamist""]]",to be muslim and islamiste are two different things .,"[[""being_muslim"", ""different_from"", ""being_islamiste""]]"
328,a cat is trying to touch a dog .,"[[""cat"", ""trying_to_touch"", ""dog""]]",the cat teased the dog by touching his head .,"[[""cat"", ""teased"", ""dog""], [""cat"", ""touched"", ""dog""], [""dog"", ""has"", ""head""], [""cat"", ""touched"", ""head""]]"
329,two puppies are playing with each other .,"[[""puppy1"", ""playing_with"", ""puppy2""]]",some men are playing soccer .,[]
330,compress out of shape or into small pieces,"[[""object"", ""can_be"", ""compressed""], [""compression"", ""can_result_in"", ""out_of_shape""], [""compression"", ""can_result_in"", ""small_pieces""]]","become injured , broken , or distorted by pressure .","[[""object"", ""can_become"", ""injured""], [""object"", ""can_become"", ""broken""], [""object"", ""can_become"", ""distorted""], [""injury"", ""can_be_caused_by"", ""pressure""], [""breakage"", ""can_be_caused_by"", ""pressure""], [""distortion"", ""can_be_caused_by"", ""pressure""]]"
331,a man is walking slowly across a rope bridge .,"[[""man"", ""walking_across"", ""rope_bridge""], [""rope_bridge"", ""being_crossed_by"", ""man""]]",a boy is walking across a bridge .,"[[""boy"", ""walking_across"", ""bridge""], [""bridge"", ""being_crossed_by"", ""boy""]]"
