id,paragraph_1,kg_1,paragraph_2,kg_2,paragraph_3,kg_3
10,To investigate the diagnostic value of a half dose compared with a full dose of gadobenate dimeglumine in the assessment of synovitis or tenosynovitis in the wrist and finger joints in patients with early rheumatoid arthritis (RA) and a disease activity score greater than 3.2.,"[[""gadobenate_dimeglumine"", ""used_for"", ""diagnostic_value_assessment""], [""gadobenate_dimeglumine"", ""compared_in"", ""half_dose""], [""gadobenate_dimeglumine"", ""compared_in"", ""full_dose""], [""half_dose"", ""compared_to"", ""full_dose""], [""synovitis"", ""located_in"", ""wrist_joints""], [""synovitis"", ""located_in"", ""finger_joints""], [""tenosynovitis"", ""located_in"", ""wrist_joints""], [""tenosynovitis"", ""located_in"", ""finger_joints""], [""patients"", ""have"", ""early_rheumatoid_arthritis""], [""early_rheumatoid_arthritis"", ""characterized_by"", ""disease_activity_score_greater_than_3.2""]]","Postcontrast synovial SIs showed high correlation between half dose and full dose, and image quality was rated identically. Therefore, half-dose gadobenate dimeglumine at 3-T MR imaging may be sufficient for assessing synovitis or tenosynovitis in early RA.","[[""Postcontrast_synovial_SIs"", ""showed"", ""high_correlation""], [""high_correlation"", ""between"", ""half_dose""], [""high_correlation"", ""between"", ""full_dose""], [""image_quality"", ""rated"", ""identically""], [""half_dose_gadobenate_dimeglumine"", ""used_at"", ""3-T_MR_imaging""], [""half_dose_gadobenate_dimeglumine"", ""sufficient_for"", ""assessing_synovitis""], [""half_dose_gadobenate_dimeglumine"", ""sufficient_for"", ""assessing_tenosynovitis""], [""synovitis"", ""related_to"", ""early_RA""], [""tenosynovitis"", ""related_to"", ""early_RA""]]","high correlation between half dose and full dose showed Postcontrast synovial SIs, and image quality was rated identically. Therefore, half-dose gadobenate dimeglumine at 3-T MR imaging may be sufficient for assessing synovitis or tenosynovitis in early RA.","[[""Postcontrast_synovial_SIs"", ""showed"", ""high_correlation""], [""high_correlation"", ""between"", ""half_dose""], [""high_correlation"", ""between"", ""full_dose""], [""image_quality"", ""rated"", ""identically""], [""half_dose_gadobenate_dimeglumine"", ""used_at"", ""3-T_MR_imaging""], [""half_dose_gadobenate_dimeglumine"", ""sufficient_for"", ""assessing_synovitis""], [""half_dose_gadobenate_dimeglumine"", ""sufficient_for"", ""assessing_tenosynovitis""], [""synovitis"", ""related_to"", ""early_RA""], [""tenosynovitis"", ""related_to"", ""early_RA""]]"
11,To investigate the diagnostic value of a half dose compared with a full dose of gadobenate dimeglumine in the assessment of synovitis or tenosynovitis in the wrist and finger joints in patients with early rheumatoid arthritis (RA) and a disease activity score greater than 3.2.,"[[""gadobenate_dimeglumine"", ""used_for"", ""assessment_of_synovitis""], [""gadobenate_dimeglumine"", ""used_for"", ""assessment_of_tenosynovitis""], [""gadobenate_dimeglumine"", ""used_in"", ""patients_with_early_rheumatoid_arthritis""], [""patients_with_early_rheumatoid_arthritis"", ""have"", ""disease_activity_score_greater_than_3.2""], [""gadobenate_dimeglumine"", ""administered_in"", ""wrist_and_finger_joints""], [""half_dose_gadobenate_dimeglumine"", ""compared_to"", ""full_dose_gadobenate_dimeglumine""]]","Postcontrast synovial SIs showed high correlation between half dose and full dose, and image quality was rated identically. Therefore, half-dose gadobenate dimeglumine at 3-T MR imaging may be sufficient for assessing synovitis or tenosynovitis in early RA.","[[""half_dose_gadobenate_dimeglumine"", ""correlated_with"", ""full_dose_gadobenate_dimeglumine""], [""postcontrast_synovial_SIs"", ""show"", ""high_correlation""], [""half_dose_gadobenate_dimeglumine"", ""used_for"", ""assessing_synovitis""], [""half_dose_gadobenate_dimeglumine"", ""used_for"", ""assessing_tenosynovitis""], [""half_dose_gadobenate_dimeglumine"", ""used_in"", ""early_RA""], [""half_dose_gadobenate_dimeglumine"", ""used_at"", ""3-T_MR_imaging""]]",Our results suggest a protective effect of breast-feeding among children with a family history of atopy that is not confined to the period of breast-feeding but continues during the first three years of life. Breast-feeding should be promoted in children with a family history of atopy.,"[[""breast-feeding"", ""has"", ""protective_effect""], [""breast-feeding"", ""benefits"", ""children_with_family_history_of_atopy""], [""protective_effect_of_breast-feeding"", ""continues_during"", ""first_three_years_of_life""], [""breast-feeding"", ""should_be_promoted"", ""children_with_family_history_of_atopy""]]"
12,Establishing a core curriculum for undergraduate Emergency Medicine (EM) education is crucial to development of the specialty. The Clerkship Directors in Emergency Medicine (CDEM) National Curriculum Task Force recommended that all students in a 4(th)-year EM clerkship be exposed to 10 emergent clinical conditions.,"[[""CDEM_National_Curriculum_Task_Force"", ""recommended"", ""core_curriculum""], [""core_curriculum"", ""for"", ""undergraduate_Emergency_Medicine_education""], [""undergraduate_Emergency_Medicine_education"", ""crucial_to"", ""development_of_Emergency_Medicine""], [""CDEM_National_Curriculum_Task_Force"", ""recommended"", ""exposure_to_10_emergent_clinical_conditions""], [""students"", ""in"", ""4-year_EM_clerkship""], [""students"", ""exposed_to"", ""10_emergent_clinical_conditions""], [""10_emergent_clinical_conditions"", ""part_of"", ""EM_education""]]","Most students do not encounter all 10 conditions during patient encounters throughout a 4-week EM rotation, although most have exposure to at least eight. Certain conditions are far less likely than others to be encountered, and may need to be taught in a nonclinical setting.","[[""students"", ""do_not_encounter"", ""all_10_conditions""], [""students"", ""encounter"", ""at_least_eight_conditions""], [""10_conditions"", ""not_encountered_during"", ""4-week_EM_rotation""], [""certain_conditions"", ""less_likely_to_be_encountered"", ""than_others""], [""certain_conditions"", ""may_need_to_be_taught_in"", ""nonclinical_setting""]]","all 10 conditions during individual encounters were encountered by the majority of students. Certain conditions are far less likely than others to be encountered, and may need to be taught in a nonclinical setting.","[[""majority_of_students"", ""encountered"", ""all_10_conditions""], [""certain_conditions"", ""less_likely_to_be_encountered"", ""than_others""], [""certain_conditions"", ""may_need_to_be_taught_in"", ""nonclinical_setting""], [""students"", ""have"", ""individual_encounters""]]"
13,Establishing a core curriculum for undergraduate Emergency Medicine (EM) education is crucial to development of the specialty. The Clerkship Directors in Emergency Medicine (CDEM) National Curriculum Task Force recommended that all students in a 4(th)-year EM clerkship be exposed to 10 emergent clinical conditions.,"[[""CDEM_National_Curriculum_Task_Force"", ""recommended"", ""core_curriculum""], [""core_curriculum"", ""for"", ""undergraduate_Emergency_Medicine_education""], [""undergraduate_Emergency_Medicine_education"", ""includes"", ""10_emergent_clinical_conditions""], [""10_emergent_clinical_conditions"", ""exposed_to"", ""4th_year_EM_clerkship_students""], [""4th_year_EM_clerkship_students"", ""part_of"", ""Emergency_Medicine_education""], [""Emergency_Medicine_education"", ""develops"", ""Emergency_Medicine_specialty""]]","Most students do not encounter all 10 conditions during patient encounters throughout a 4-week EM rotation, although most have exposure to at least eight. Certain conditions are far less likely than others to be encountered, and may need to be taught in a nonclinical setting.","[[""students"", ""encounter"", ""less_than_10_conditions""], [""students"", ""part_of"", ""4_week_EM_rotation""], [""4_week_EM_rotation"", ""includes"", ""patient_encounters""], [""patient_encounters"", ""expose_to"", ""at_least_8_conditions""], [""certain_conditions"", ""less_likely_to_be_encountered"", ""than_others""], [""certain_conditions"", ""may_need_to_be_taught_in"", ""nonclinical_setting""]]","Most students do not encounter all 15 conditions during patient encounters throughout a 6-week EM rotation, although most have exposure to at least eight. Certain conditions are far less likely than others to be encountered, and may need to be taught in a nonclinical setting.","[[""students"", ""encounter"", ""less_than_15_conditions""], [""students"", ""part_of"", ""6_week_EM_rotation""], [""6_week_EM_rotation"", ""includes"", ""patient_encounters""], [""patient_encounters"", ""expose_to"", ""at_least_8_conditions""], [""certain_conditions"", ""less_likely_to_be_encountered"", ""than_others""], [""certain_conditions"", ""may_need_to_be_taught_in"", ""nonclinical_setting""]]"
14,Establishing a core curriculum for undergraduate Emergency Medicine (EM) education is crucial to development of the specialty. The Clerkship Directors in Emergency Medicine (CDEM) National Curriculum Task Force recommended that all students in a 4(th)-year EM clerkship be exposed to 10 emergent clinical conditions.,"[[""CDEM_National_Curriculum_Task_Force"", ""recommended"", ""core_curriculum""], [""core_curriculum"", ""for"", ""undergraduate_Emergency_Medicine_education""], [""undergraduate_Emergency_Medicine_education"", ""requires"", ""exposure_to_emergent_clinical_conditions""], [""CDEM_National_Curriculum_Task_Force"", ""specified"", ""10_emergent_clinical_conditions""], [""10_emergent_clinical_conditions"", ""exposure_to"", ""4-year_EM_clerkship_students""]]","Most students do not encounter all 10 conditions during patient encounters throughout a 4-week EM rotation, although most have exposure to at least eight. Certain conditions are far less likely than others to be encountered, and may need to be taught in a nonclinical setting.","[[""students"", ""do_not_encounter"", ""all_10_conditions""], [""students"", ""have_exposure_to"", ""at_least_8_conditions""], [""4-week_EM_rotation"", ""includes"", ""patient_encounters""], [""certain_conditions"", ""are_less_likely_to_be_encountered"", ""than_others""], [""certain_conditions"", ""may_need_to_be_taught_in"", ""nonclinical_setting""]]","all 10 conditions during patient encounters do not encounter Most students throughout a 4-week EM rotation, although most have exposure to at least eight. Certain conditions are far less likely than others to be encountered, and may need to be taught in a nonclinical setting.","[[""students"", ""do_not_encounter"", ""all_10_conditions""], [""students"", ""have_exposure_to"", ""at_least_8_conditions""], [""4-week_EM_rotation"", ""includes"", ""patient_encounters""], [""certain_conditions"", ""are_less_likely_to_be_encountered"", ""than_others""], [""certain_conditions"", ""may_need_to_be_taught_in"", ""nonclinical_setting""]]"
15,Establishing a core curriculum for undergraduate Emergency Medicine (EM) education is crucial to development of the specialty. The Clerkship Directors in Emergency Medicine (CDEM) National Curriculum Task Force recommended that all students in a 4(th)-year EM clerkship be exposed to 10 emergent clinical conditions.,"[[""CDEM_National_Curriculum_Task_Force"", ""recommended"", ""core_curriculum""], [""core_curriculum"", ""for"", ""undergraduate_Emergency_Medicine_education""], [""undergraduate_Emergency_Medicine_education"", ""development_of"", ""Emergency_Medicine_specialty""], [""CDEM_National_Curriculum_Task_Force"", ""recommended"", ""exposure_to_emergent_clinical_conditions""], [""students"", ""in"", ""4-year_EM_clerkship""], [""students"", ""exposed_to"", ""10_emergent_clinical_conditions""]]","Most students do not encounter all 10 conditions during patient encounters throughout a 4-week EM rotation, although most have exposure to at least eight. Certain conditions are far less likely than others to be encountered, and may need to be taught in a nonclinical setting.","[[""students"", ""do_not_encounter"", ""all_10_emergent_clinical_conditions""], [""students"", ""encounter"", ""at_least_eight_emergent_clinical_conditions""], [""emergent_clinical_conditions"", ""encountered_during"", ""patient_encounters""], [""patient_encounters"", ""occur_during"", ""4-week_EM_rotation""], [""certain_emergent_clinical_conditions"", ""less_likely_to_be_encountered"", ""than_others""], [""less_likely_emergent_clinical_conditions"", ""taught_in"", ""nonclinical_setting""]]","Progression of a pT3 tumour into the renal vein and vena cava is not associated with increased tumour expression of VEGF. However, VEGF is an independent prognostic factor in this group of poor prognosis renal tumours.","[[""pT3_tumour"", ""progresses_into"", ""renal_vein""], [""pT3_tumour"", ""progresses_into"", ""vena_cava""], [""progression_of_pT3_tumour"", ""not_associated_with"", ""increased_tumour_expression_of_VEGF""], [""VEGF"", ""independent_prognostic_factor"", ""poor_prognosis_renal_tumours""], [""poor_prognosis_renal_tumours"", ""group_of"", ""renal_tumours""]]"
16,The purpose of this study was to investigate whether knowledge of ultrasound-obtained estimated fetal weight (US-EFW) is a risk factor for cesarean delivery (CD).,"[[""study"", ""investigate"", ""knowledge_of_US-EFW""], [""knowledge_of_US-EFW"", ""risk_factor_for"", ""cesarean_delivery""], [""cesarean_delivery"", ""abbreviated_as"", ""CD""]]","Knowledge of US-EFW, above and beyond the impact of fetal size itself, increases the risk of CD. Acquisition of US-EFW near term appears to be an independent and potentially modifiable risk factor for CD.","[[""knowledge_of_US-EFW"", ""increases"", ""risk_of_CD""], [""US-EFW"", ""impact"", ""fetal_size""], [""knowledge_of_US-EFW"", ""above"", ""fetal_size""], [""acquisition_of_US-EFW"", ""near_term"", ""term""], [""acquisition_of_US-EFW"", ""independent_risk_factor_for"", ""CD""], [""acquisition_of_US-EFW"", ""potentially_modifiable_risk_factor_for"", ""CD""]]","the probability of CD was increased by Knowledge of US-EFW, above and beyond the impact of fetal size itself. Acquisition of US-EFW near term appears to be an independent and potentially modifiable risk factor for CD.","[[""probability_of_CD"", ""increased_by"", ""knowledge_of_US-EFW""], [""knowledge_of_US-EFW"", ""above"", ""fetal_size""], [""fetal_size"", ""impact_on"", ""CD""], [""acquisition_of_US-EFW"", ""near_term"", ""term""], [""acquisition_of_US-EFW"", ""independent_risk_factor_for"", ""CD""], [""acquisition_of_US-EFW"", ""potentially_modifiable_risk_factor_for"", ""CD""]]"
17,The purpose of this study was to investigate whether knowledge of ultrasound-obtained estimated fetal weight (US-EFW) is a risk factor for cesarean delivery (CD).,"[[""study"", ""investigates"", ""knowledge_of_US-EFW""], [""knowledge_of_US-EFW"", ""related_to"", ""cesarean_delivery""], [""cesarean_delivery"", ""abbreviated_as"", ""CD""]]","Knowledge of US-EFW, above and beyond the impact of fetal size itself, increases the risk of CD. Acquisition of US-EFW near term appears to be an independent and potentially modifiable risk factor for CD.","[[""knowledge_of_US-EFW"", ""increases"", ""risk_of_CD""], [""US-EFW"", ""acquired_near"", ""term""], [""acquisition_of_US-EFW"", ""independent_risk_factor_for"", ""CD""], [""acquisition_of_US-EFW"", ""potentially_modifiable_risk_factor_for"", ""CD""], [""fetal_size"", ""impact_on"", ""CD""]]","Knowledge of US-CAT, above and beyond the impact of fetal size itself, increases the risk of CD. Acquisition of US-EFW near term appears to be an independent and potentially modifiable risk factor for CD.","[[""knowledge_of_US-CAT"", ""increases"", ""risk_of_CD""], [""US-CAT"", ""compared_to"", ""US-EFW""], [""US-EFW"", ""acquired_near"", ""term""], [""acquisition_of_US-EFW"", ""independent_risk_factor_for"", ""CD""], [""acquisition_of_US-EFW"", ""potentially_modifiable_risk_factor_for"", ""CD""], [""fetal_size"", ""impact_on"", ""CD""]]"
18,The purpose of this study was to investigate whether knowledge of ultrasound-obtained estimated fetal weight (US-EFW) is a risk factor for cesarean delivery (CD).,"[[""study"", ""investigate"", ""knowledge_of_US-EFW""], [""knowledge_of_US-EFW"", ""potential_risk_factor_for"", ""cesarean_delivery""], [""cesarean_delivery"", ""abbreviated_as"", ""CD""]]","Knowledge of US-EFW, above and beyond the impact of fetal size itself, increases the risk of CD. Acquisition of US-EFW near term appears to be an independent and potentially modifiable risk factor for CD.","[[""knowledge_of_US-EFW"", ""increases"", ""risk_of_CD""], [""fetal_size"", ""impact_on"", ""risk_of_CD""], [""knowledge_of_US-EFW"", ""acquired_near_term"", ""US-EFW""], [""US-EFW"", ""potential_risk_factor_for"", ""CD""], [""acquisition_of_US-EFW"", ""independent_risk_factor_for"", ""CD""], [""acquisition_of_US-EFW"", ""potentially_modifiable_risk_factor_for"", ""CD""]]","the risk of CD, increases Knowledge of US-EFW, above and beyond the impact of fetal size itself. Acquisition of US-EFW near term appears to be an independent and potentially modifiable risk factor for CD.","[[""risk_of_CD"", ""increases"", ""knowledge_of_US-EFW""], [""knowledge_of_US-EFW"", ""above_and_beyond"", ""fetal_size""], [""fetal_size"", ""impact_on"", ""risk_of_CD""], [""acquisition_of_US-EFW"", ""independent_risk_factor_for"", ""CD""], [""acquisition_of_US-EFW"", ""potentially_modifiable_risk_factor_for"", ""CD""], [""US-EFW"", ""acquired_near_term"", ""US-EFW""], [""US-EFW"", ""potential_risk_factor_for"", ""CD""]]"
19,The purpose of this study was to investigate whether knowledge of ultrasound-obtained estimated fetal weight (US-EFW) is a risk factor for cesarean delivery (CD).,"[[""study"", ""investigate"", ""knowledge_of_US-EFW""], [""knowledge_of_US-EFW"", ""related_to"", ""cesarean_delivery""], [""cesarean_delivery"", ""abbreviated_as"", ""CD""], [""US-EFW"", ""stands_for"", ""ultrasound-obtained_estimated_fetal_weight""]]","Knowledge of US-EFW, above and beyond the impact of fetal size itself, increases the risk of CD. Acquisition of US-EFW near term appears to be an independent and potentially modifiable risk factor for CD.","[[""knowledge_of_US-EFW"", ""increases"", ""risk_of_CD""], [""US-EFW"", ""acquired_near"", ""term""], [""acquisition_of_US-EFW_near_term"", ""risk_factor_for"", ""CD""], [""fetal_size"", ""impact_on"", ""CD""], [""knowledge_of_US-EFW"", ""beyond"", ""fetal_size""]]",2ME is able to enhance the antiproliferative activity of certain chemotherapeutics at pharmacological relevant concentrations. This estradiol metabolite is currently in a phase II trial in patients with refractary metastatic breast cancer and the tolerability has been shown to be very good. The combination of 2ME with chemotherapeutics may therefore offer a new clinically relevant treatment regimen for hormone-dependent cancer.,"[[""2ME"", ""enhances"", ""antiproliferative_activity""], [""2ME"", ""combined_with"", ""chemotherapeutics""], [""chemotherapeutics"", ""treat"", ""hormone-dependent_cancer""], [""phase_II_trial"", ""for"", ""refractary_metastatic_breast_cancer""], [""2ME"", ""shows"", ""good_tolerability""], [""2ME_and_chemotherapeutics"", ""offer"", ""new_treatment_regimen""], [""new_treatment_regimen"", ""for"", ""hormone-dependent_cancer""], [""2ME"", ""is"", ""estradiol_metabolite""]]"
20,"Occlusion of the descending aorta and infusion of oxygenated ultrapurified polymerized bovine hemoglobin may improve the efficacy of advanced cardiac life support (ACLS). Because selective aortic perfusion and oxygenation (SAPO) directly increases coronary perfusion pressure, exogenous epinephrine may not be required. The purpose of this study was to determine whether exogenous epinephrine is necessary during SAPO by comparing the rate of return of spontaneous circulation and aortic and coronary perfusion pressures during ACLS-SAPO in animals treated with either intra-aortic epinephrine or saline solution.","[[""Occlusion_of_descending_aorta"", ""improves"", ""advanced_cardiac_life_support""], [""Infusion_of_oxygenated_ultrapurified_polymerized_bovine_hemoglobin"", ""improves"", ""advanced_cardiac_life_support""], [""Selective_aortic_perfusion_and_oxygenation"", ""increases"", ""coronary_perfusion_pressure""], [""Exogenous_epinephrine"", ""may_not_be_required_during"", ""Selective_aortic_perfusion_and_oxygenation""], [""Study"", ""determines"", ""necessity_of_exogenous_epinephrine_during_SAPO""], [""SAPO"", ""compared_with"", ""ACLS_SAPO""], [""Intra_aortic_epinephrine"", ""compared_with"", ""saline_solution""], [""ACLS_SAPO"", ""measures"", ""rate_of_return_of_spontaneous_circulation""], [""ACLS_SAPO"", ""measures"", ""aortic_and_coronary_perfusion_pressures""]]",The addition of epinephrine to ACLS-SAPO increases vital organ perfusion pressures and improves outcome from cardiac arrest. There appears to be a profound loss of arterial vasomotor tone after prolonged arrest. This loss of vasomotor tone may make exogenous pressors necessary for resuscitation after prolonged cardiac arrest.,"[[""Addition_of_epinephrine_to_ACLS_SAPO"", ""increases"", ""vital_organ_perfusion_pressures""], [""Addition_of_epinephrine_to_ACLS_SAPO"", ""improves"", ""outcome_from_cardiac_arrest""], [""Prolonged_cardiac_arrest"", ""results_in"", ""loss_of_arterial_vasomotor_tone""], [""Loss_of_arterial_vasomotor_tone"", ""makes_necessary"", ""exogenous_pressors_for_resuscitation""]]",vital organ perfusion pressures were increased by The addition of epinephrine to ACLS-SAPO. There appears to be a profound loss of arterial vasomotor tone after prolonged arrest. This loss of vasomotor tone may make exogenous pressors necessary for resuscitation after prolonged cardiac arrest.,"[[""Addition_of_epinephrine_to_ACLS_SAPO"", ""increases"", ""vital_organ_perfusion_pressures""], [""Prolonged_cardiac_arrest"", ""results_in"", ""loss_of_arterial_vasomotor_tone""], [""Loss_of_arterial_vasomotor_tone"", ""makes_necessary"", ""exogenous_pressors_for_resuscitation""]]"
21,"Occlusion of the descending aorta and infusion of oxygenated ultrapurified polymerized bovine hemoglobin may improve the efficacy of advanced cardiac life support (ACLS). Because selective aortic perfusion and oxygenation (SAPO) directly increases coronary perfusion pressure, exogenous epinephrine may not be required. The purpose of this study was to determine whether exogenous epinephrine is necessary during SAPO by comparing the rate of return of spontaneous circulation and aortic and coronary perfusion pressures during ACLS-SAPO in animals treated with either intra-aortic epinephrine or saline solution.","[[""Occlusion_of_descending_aorta"", ""improves"", ""efficacy_of_ACLs""], [""Infusion_of_oxygenated_ultrapurified_polymerized_bovine_hemoglobin"", ""improves"", ""efficacy_of_ACLs""], [""Selective_aortic_perfusion_and_oxygenation"", ""increases"", ""coronary_perfusion_pressure""], [""Exogenous_epinephrine"", ""may_not_be_required_during"", ""SAPO""], [""Study"", ""purpose"", ""determine_necessity_of_exogenous_epinephrine_during_SAPO""], [""SAPO"", ""compared_with"", ""ACLS_SAPO""], [""Intra_aortic_epinephrine"", ""compared_with"", ""saline_solution""], [""ACLS_SAPO"", ""measures"", ""rate_of_return_of_spontaneous_circulation""], [""ACLS_SAPO"", ""measures"", ""aortic_and_coronary_perfusion_pressures""]]",The addition of epinephrine to ACLS-SAPO increases vital organ perfusion pressures and improves outcome from cardiac arrest. There appears to be a profound loss of arterial vasomotor tone after prolonged arrest. This loss of vasomotor tone may make exogenous pressors necessary for resuscitation after prolonged cardiac arrest.,"[[""Addition_of_epinephrine_to_ACLSSAPO"", ""increases"", ""vital_organ_perfusion_pressures""], [""Addition_of_epinephrine_to_ACLSSAPO"", ""improves"", ""outcome_from_cardiac_arrest""], [""Prolonged_cardiac_arrest"", ""results_in"", ""loss_of_arterial_vasomotor_tone""], [""Loss_of_arterial_vasomotor_tone"", ""makes_necessary"", ""exogenous_pressors_for_resuscitation""], [""Exogenous_pressors"", ""necessary_for"", ""resuscitation_after_prolonged_cardiac_arrest""]]",The addition of epinephrine to NADPH-SAPO increases vital organ perfusion pressures and improves outcome from cardiac arrest. There appears to be a profound loss of arterial vasomotor tone after prolonged arrest. This loss of vasomotor tone may make exogenous pressors necessary for resuscitation after prolonged cardiac arrest.,"[[""Addition_of_epinephrine_to_NADPH_SAPO"", ""increases"", ""vital_organ_perfusion_pressures""], [""Addition_of_epinephrine_to_NADPH_SAPO"", ""improves"", ""outcome_from_cardiac_arrest""], [""Prolonged_cardiac_arrest"", ""results_in"", ""loss_of_arterial_vasomotor_tone""], [""Loss_of_arterial_vasomotor_tone"", ""makes_necessary"", ""exogenous_pressors_for_resuscitation""], [""Exogenous_pressors"", ""necessary_for"", ""resuscitation_after_prolonged_cardiac_arrest""]]"
