id,paragraph_1,paragraph_2,kg_1,kg_2,snea_bert_similarity
327,"The Nasdaq Composite Index lost 16.95 , or 1.1 percent , to 1507.76 , its first slide in five days .","The Nasdaq Composite Index rose 19.67 , or 1.3 percent , to 1523.71 , its highest since June 18 .","[[""Nasdaq_Composite_Index"", ""lost"", ""16.95""], [""Nasdaq_Composite_Index"", ""lost_percentage"", ""1.1_percent""], [""Nasdaq_Composite_Index"", ""closed_at"", ""1507.76""], [""Nasdaq_Composite_Index"", ""first_slide_in"", ""five_days""]]","[[""Nasdaq_Composite_Index"", ""rose"", ""19.67""], [""Nasdaq_Composite_Index"", ""rose_percentage"", ""1.3_percent""], [""Nasdaq_Composite_Index"", ""closed_at"", ""1523.71""], [""Nasdaq_Composite_Index"", ""highest_since"", ""June_18""]]",0.6659700777868579
328,"The Institute for Supply Management said its manufacturing index was 49.4 percent last month , up from 45.4 in April .","The Institute for Supply Management 's manufacturing index rose to 49.4 in May from 45.4 in April , the biggest monthly gain since December .","[[""Institute_for_Supply_Management"", ""said"", ""manufacturing_index""], [""manufacturing_index"", ""was"", ""49.4_percent""], [""49.4_percent"", ""up_from"", ""45.4""], [""45.4"", ""in"", ""April""]]","[[""Institute_for_Supply_Management"", ""manufacturing_index"", ""49.4""], [""49.4"", ""in"", ""May""], [""49.4"", ""up_from"", ""45.4""], [""45.4"", ""in"", ""April""], [""Institute_for_Supply_Management"", ""manufacturing_index"", ""biggest_monthly_gain_since_December""], [""biggest_monthly_gain"", ""since"", ""December""]]",0.8331302801328087
329,Dixon put his style on display Sunday afternoon in winning the Honda Indy 225 at Pikes Peak International Raceway .,Scott Dixon eventually made winning the Honda Indy 225 look easy Sunday at Pikes Peak International Raceway .,"[[""Scott_Dixon"", ""put_style_on_display_at"", ""Pikes_Peak_International_Raceway""], [""Scott_Dixon"", ""won"", ""Honda_Indy_225""]]","[[""Scott_Dixon"", ""won"", ""Honda_Indy_225""], [""Scott_Dixon"", ""raced_at"", ""Pikes_Peak_International_Raceway""]]",0.9655827712908176
330,A council resolution is considered essential in giving Iraqi or U.S.-controlled entities in Baghdad the legal authority to export oil .,"Without an adopted resolution , no Iraqi , U.S. or U.N. entity in Baghdad has the legal authority to export oil .","[[""council_resolution"", ""gives_legal_authority_to"", ""Iraqi_entities""], [""council_resolution"", ""gives_legal_authority_to"", ""U.S.-controlled_entities""], [""Iraqi_entities"", ""location"", ""Baghdad""], [""U.S.-controlled_entities"", ""location"", ""Baghdad""], [""council_resolution"", ""essential_for"", ""exporting_oil""]]","[[""adopted_resolution"", ""gives_legal_authority_to"", ""Iraqi_entities""], [""adopted_resolution"", ""gives_legal_authority_to"", ""U.S._entities""], [""adopted_resolution"", ""gives_legal_authority_to"", ""U.N._entities""], [""Iraqi_entities"", ""location"", ""Baghdad""], [""U.S._entities"", ""location"", ""Baghdad""], [""U.N._entities"", ""location"", ""Baghdad""], [""adopted_resolution"", ""necessary_for"", ""exporting_oil""]]",0.9841762536457515
331,""" I don 't know if the person I 'm talking to now may end up being someone else at another time that may not follow the rules , "" Parrish said .",""" I don 't know whether the person I 'm talking to now may end up being someone else , "" Parrish said .","[[""Parrish"", ""said"", ""unknown_person""], [""unknown_person"", ""may_end_up_being"", ""someone_else""], [""someone_else"", ""may_not_follow"", ""rules""]]","[[""Parrish"", ""said"", ""unknown_person""], [""unknown_person"", ""may_end_up_being"", ""someone_else""]]",0.6122213858010852
332,Shares of Microsoft rose 50 cents Friday to close at $ 28.34 a share on the Nasdaq Stock Market .,"Microsoft 's stock was up 50 cents , to $ 28.34 a share in New York yesterday .","[[""Microsoft"", ""shares_rose"", ""50_cents""], [""Microsoft"", ""closed_at"", ""$28.34""], [""Microsoft"", ""listed_on"", ""Nasdaq_Stock_Market""]]","[[""Microsoft"", ""stock_rose"", ""50_cents""], [""Microsoft"", ""stock_price"", ""$28.34""], [""Microsoft"", ""traded_in"", ""New_York""]]",0.7268175917119806
333,"Southwest 's net income amounted to $ 246 million , or 30 cents per share .","With the government grant added in , the airline earned $ 246 million , or 30 cents a share .","[[""Southwest"", ""net_income"", ""246_million""], [""Southwest"", ""net_income_per_share"", ""30_cents""]]","[[""airline"", ""earned"", ""246_million""], [""airline"", ""earned_per_share"", ""30_cents""]]",0.6261734167261486
334,"Mr Eddington described Monday 's talks with union leaders as "" sensible "" .",Mr Eddington is to meet union leaders today and tomorrow .,"[[""Mr_Eddington"", ""described"", ""talks_with_union_leaders""], [""talks_with_union_leaders"", ""held_on"", ""Monday""], [""talks_with_union_leaders"", ""characterized_as"", ""sensible""], [""Mr_Eddington"", ""had_talks_with"", ""union_leaders""]]","[[""Mr_Eddington"", ""will_meet"", ""union_leaders""], [""Mr_Eddington"", ""will_meet_on"", ""today""], [""Mr_Eddington"", ""will_meet_on"", ""tomorrow""]]",0.6027474776472094
335,""" We will work with the board to ensure a smooth transition . ""","He said federal regulators would work with the corporation to ensure a "" smooth transition . ""","[[""We"", ""will_work_with"", ""board""], [""board"", ""ensure"", ""smooth_transition""]]","[[""Peter"", ""said"", ""federal_regulators""], [""federal_regulators"", ""will_work_with"", ""corporation""], [""corporation"", ""ensure"", ""smooth_transition""]]",0.47689598496745955
336,The discovery was published yesterday in the New England Journal of Medicine .,They appear in the Oct. 23 issue of The New England Journal of Medicine .,"[[""discovery"", ""published_in"", ""New_England_Journal_of_Medicine""]]","[[""they"", ""appear_in"", ""New_England_Journal_of_Medicine""], [""New_England_Journal_of_Medicine"", ""issue_on"", ""Oct_23""]]",0.6324485729352362
337,"Respondents who rated current business conditions as "" bad "" increased to 30.4 % from 28.1 % in June .",""" Those rating present business conditions as ' bad ' increased to 30.4 per cent from 28.1 per cent , "" the report said .","[[""Respondents"", ""rated"", ""current_business_conditions""], [""current_business_conditions"", ""rated_as"", ""bad""], [""Respondents"", ""increased_to"", ""30.4%""], [""30.4%"", ""from"", ""28.1%""], [""28.1%"", ""in"", ""June""]]","[[""Those"", ""rating"", ""present_business_conditions""], [""present_business_conditions"", ""rated_as"", ""bad""], [""Those"", ""increased_to"", ""30.4%""], [""30.4%"", ""from"", ""28.1%""], [""report"", ""said"", ""increase""]]",0.678946822673155
338,""" Three Weeks in October "" goes on sale Monday , nearly a year after the Washington , D.C.-area sniper shootings started .","Moose 's book goes on sale Monday , nearly a year after the sniper shootings started in the Washington area .","[[""Three_Weeks_in_October"", ""goes_on_sale"", ""Monday""], [""Washington_D.C.-area_sniper_shootings"", ""started"", ""nearly_a_year_ago""], [""Three_Weeks_in_October"", ""related_to"", ""Washington_D.C.-area_sniper_shootings""]]","[[""Moose"", ""creator_of"", ""book""], [""book"", ""goes_on_sale"", ""Monday""], [""sniper_shootings"", ""started_in"", ""Washington_area""], [""book"", ""related_to"", ""sniper_shootings""]]",0.49013119597647825
339,"A base configuration with a 2.0GHz Intel Celeron processor , 128M bytes of memory , a 40G-byte hard drive , and a CD-ROM drive costs US $ 729 .","A base configuration with a 2.4GHz Pentium 4 , 128MB of RAM , a 40GB hard drive , and a CD-ROM drive costs $ 699 .","[[""Base_configuration"", ""has_processor"", ""Intel_Celeron""], [""Base_configuration"", ""has_memory"", ""128M_bytes""], [""Base_configuration"", ""has_hard_drive"", ""40G-byte_hard_drive""], [""Base_configuration"", ""has_drive"", ""CD-ROM_drive""], [""Base_configuration"", ""costs"", ""US_$729""]]","[[""Base_configuration"", ""has_processor"", ""Pentium_4""], [""Base_configuration"", ""has_memory"", ""128MB""], [""Base_configuration"", ""has_hard_drive"", ""40GB_hard_drive""], [""Base_configuration"", ""has_drive"", ""CD-ROM_drive""], [""Base_configuration"", ""costs"", ""US_$699""]]",0.8330683431603838
340,"Previously , it had reported a profit of $ 12 million , or 0 cents a share , for that period .","Previously , it had reported a small profit of $ 12 million , or break-even on a per-share basis , for the period .","[[""it"", ""reported_profit"", ""$12_million""], [""it"", ""reported_earnings_per_share"", ""0_cents""]]","[[""it"", ""reported_profit"", ""$12_million""], [""it"", ""reported_earnings_per_share"", ""break-even""]]",0.6564810126769369
341,They used discarded skin from consenting patients who had undergone surgery and exposed it to UVA light at intensities similar to that of sunlight .,Sanders and colleagues at RAFT exposed skin samples removed from consenting patients during surgery to UVA light at intensities similar to that of sunlight .,"[[""consenting_patients"", ""underwent"", ""surgery""], [""discarded_skin"", ""from"", ""consenting_patients""], [""discarded_skin"", ""exposed_to"", ""UVA_light""], [""UVA_light"", ""has_intensity"", ""sunlight""]]","[[""Sanders"", ""has_colleagues"", ""colleagues_at_RAFT""], [""skin_samples"", ""removed_from"", ""consenting_patients""], [""consenting_patients"", ""underwent"", ""surgery""], [""skin_samples"", ""exposed_to"", ""UVA_light""], [""UVA_light"", ""has_intensity"", ""sunlight""], [""RAFT"", ""employed"", ""Sanders_and_colleagues""]]",0.7898147158929478
342,"His lack of co-operation was allowing other Jemaah Islamiah fugitives to remain at large , Mr Dila told the court .","His lack of co-operation was allowing other JI operatives to remain at large , where they threatened further terrorist acts , Mr Dila said .","[[""Mr_Dila"", ""told"", ""court""], [""Jemaah_Islamiah_fugitives"", ""allowed_to_remain_at_large_by"", ""his_lack_of_co-operation""], [""his_lack_of_co-operation"", ""caused_by"", ""him""]]","[[""Mr_Dila"", ""said"", ""statement""], [""JI_operatives"", ""allowed_to_remain_at_large_by"", ""his_lack_of_co-operation""], [""JI_operatives"", ""threatened"", ""further_terrorist_acts""], [""his_lack_of_co-operation"", ""caused_by"", ""him""]]",0.6386117807423479
343,Palm Beach County is considering adding up to $ 200 million more in incentives .,Palm Beach County is prepared to kick in another $ 200 million to build the institute 's campus .,"[[""Palm_Beach_County"", ""considering_adding"", ""$200_million""], [""Palm_Beach_County"", ""adding_incentives"", ""incentives""]]","[[""Palm_Beach_County"", ""prepared_to_kick_in"", ""$200_million""], [""Palm_Beach_County"", ""building"", ""institute_campus""], [""institute_campus"", ""funded_by"", ""$200_million""]]",0.6165962281840529
344,"We don 't know if any will be SARS , "" said Dr. James Young , Ontario 's commissioner of public safety .",""" We 're being hyper-vigilant , "" said Dr. James Young , Ontario 's commissioner of public safety .","[[""Dr._James_Young"", ""said"", ""unknown_if_any_will_be_SARS""], [""Dr._James_Young"", ""is"", ""Ontarios_commissioner_of_public_safety""]]","[[""Dr._James_Young"", ""said"", ""being_hyper-vigilant""], [""Dr._James_Young"", ""is"", ""Ontarios_commissioner_of_public_safety""]]",0.5748122616655498
345,""" The SIA forecast reflects the new realities of the semiconductor industry of an 8-10 percent "" growth rate , George Scalise , the trade association 's president , said in a statement .",""" The SIA forecast reflects the new realities of the semiconductor industry of an 8-10 per cent ' ' growth rate "" , said George Scalise , the association 's president .","[[""SIA"", ""has_president"", ""George_Scalise""], [""George_Scalise"", ""made_statement"", ""SIA_forecast""], [""SIA_forecast"", ""reflects"", ""semiconductor_industry""], [""semiconductor_industry"", ""has_growth_rate"", ""8-10_percent""]]","[[""SIA"", ""has_president"", ""George_Scalise""], [""George_Scalise"", ""made_statement"", ""SIA_forecast""], [""SIA_forecast"", ""reflects"", ""semiconductor_industry""], [""semiconductor_industry"", ""has_growth_rate"", ""8-10_percent""]]",0.9999999991830175
346,"The civilian unemployment rate improved marginally last month -- slipping to 6.1 percent -- even as companies slashed payrolls by 93,000 .","The civilian unemployment rate improved marginally last month _ sliding down to 6.1 percent _ as companies slashed payrolls by 93,000 amid continuing mixed signals about the nation 's economic health .","[[""civilian_unemployment_rate"", ""improved_to"", ""6.1_percent""], [""companies"", ""slashed_payrolls_by"", ""93,000""]]","[[""civilian_unemployment_rate"", ""improved_to"", ""6.1_percent""], [""companies"", ""slashed_payrolls_by"", ""93,000""], [""nation"", ""has"", ""mixed_economic_health""]]",0.9999999991874917
347,""" I do not wish to be present during this witness , "" he told Stanislaus County Superior Court Judge Al Girolami .",""" Yes , I do not wish to be present during this witness , "" Peterson , 31 , calmly told the judge as he was returned to his cell .","[[""Stanislaus_County_Superior_Court_Judge_Al_Girolami"", ""told"", ""he""], [""he"", ""does_not_wish_to_be_present_during"", ""witness""]]","[[""Peterson"", ""told"", ""judge""], [""Peterson"", ""does_not_wish_to_be_present_during"", ""witness""], [""Peterson"", ""age"", ""31""], [""Peterson"", ""returned_to"", ""cell""]]",0.4944351099651447
348,Magnarelli said Racicot hated the Iraqi regime and looked forward to using his long years of training in the war .,"His wife said he was "" 100 percent behind George Bush "" and looked forward to using his years of training in the war .","[[""Racicot"", ""hated"", ""Iraqi_regime""], [""Racicot"", ""looked_forward_to_using_training_in"", ""war""], [""Racicot"", ""had_years_of"", ""training""], [""Magnarelli"", ""said"", ""Racicot_hated_Iraqi_regime""]]",[],0.0
349,"Gregory Parseghian , a former investment banker , was appointed chief executive .",Greg Parseghian was appointed the new chief executive .,"[[""Gregory_Parseghian"", ""was_appointed"", ""chief_executive""], [""Gregory_Parseghian"", ""is"", ""former_investment_banker""]]","[[""Greg_Parseghian"", ""was_appointed"", ""chief_executive""], [""Greg_Parseghian"", ""is"", ""new_chief_executive""]]",0.6141313253958854
350,"This means Berlusconi will be safe from prosecution until he leaves elected office , scheduled for 2006 .","This means Berlusconi will be safe from prosecution until his term ends in 2006 , unless his government falls before then .","[[""Berlusconi"", ""will_be_safe_from"", ""prosecution""], [""Berlusconi"", ""leaves_elected_office_in"", ""2006""]]","[[""Berlusconi"", ""will_be_safe_from"", ""prosecution""], [""Berlusconi"", ""term_ends_in"", ""2006""], [""Berlusconi"", ""government_may_fall_before"", ""2006""]]",0.9742480584908642
351,"Baer said he had concluded that lawyers for the two victims "" have shown , albeit barely ... that Iraq provided material support to bin Laden and al-Qaeda "" .","Judge Harold Baer concluded Wednesday that lawyers for the two victims "" have shown , albeit barely ... that Iraq provided material support to bin Laden and al-Qaida . ""","[[""Baer"", ""said"", ""lawyers_for_victims""], [""lawyers_for_victims"", ""shown"", ""Iraq_supported_bin_Laden_and_al-Qaeda""], [""Iraq"", ""provided_material_support_to"", ""bin_Laden""], [""Iraq"", ""provided_material_support_to"", ""al-Qaeda""]]","[[""Judge_Harold_Baer"", ""concluded"", ""lawyers_for_victims_shown_evidence""], [""lawyers_for_victims"", ""shown"", ""Iraq_supported_bin_Laden_and_al-Qaida""], [""Iraq"", ""provided_material_support_to"", ""bin_Laden""], [""Iraq"", ""provided_material_support_to"", ""al-Qaida""]]",0.8686536189679877
352,""" This child was literally neglected to death , "" Armstrong County District Attorney Scott Andreassi said .",Armstrong County District Attorney Scott Andreassi said the many family photos in the home did not include Kristen .,"[[""Scott_Andreassi"", ""is"", ""Armstrong_County_District_Attorney""], [""Scott_Andreassi"", ""said"", ""child_was_neglected_to_death""]]","[[""Scott_Andreassi"", ""is"", ""Armstrong_County_District_Attorney""], [""Scott_Andreassi"", ""said"", ""family_photos_did_not_include_Kristen""], [""family_photos"", ""did_not_include"", ""Kristen""]]",0.602962542575259
353,"Even her request , decades later , to attend her father 's funeral on the island was denied .","Years later , Cuba refused permission for her to attend her father 's funeral .","[[""she"", ""requested_to_attend"", ""her_father\""s_funeral""], [""her_father\""s_funeral"", ""location"", ""the_island""], [""request"", ""was_denied"", ""she""]]","[[""Cuba"", ""refused_permission_to"", ""she""], [""she"", ""wanted_to_attend"", ""her_father\""s_funeral""], [""her_father\""s_funeral"", ""location"", ""Cuba""]]",0.46000552377417425
354,""" I reliably receive reminders when my dog needs a vaccination , "" writes Steinberg , of Johns Hopkins University .",""" I reliably receive reminders when my dog needs a vaccination and when my car is due for maintenance , "" he said .","[[""Steinberg"", ""of"", ""Johns_Hopkins_University""], [""Steinberg"", ""receives_reminders_for"", ""dog_vaccination""]]",[],0.0
355,"Police arrested a "" potential suspect "" Monday in the abduction of a 9-year-old who was found safe after two days , the police chief said .","Police have arrested a "" potential suspect "" in the abduction of 9-year-old Jennette Tamayo , San Jose Police Chief William Lansdowne said Monday .","[[""Police"", ""arrested"", ""potential_suspect""], [""potential_suspect"", ""involved_in"", ""abduction_of_9_year_old""], [""9_year_old"", ""found"", ""safe""], [""Police_chief"", ""said"", ""arrest_was_made""]]","[[""Police"", ""arrested"", ""potential_suspect""], [""potential_suspect"", ""involved_in"", ""abduction_of_Jennette_Tamayo""], [""Jennette_Tamayo"", ""age"", ""9_year_old""], [""San_Jose_Police_Chief_William_Lansdowne"", ""said"", ""arrest_was_made""], [""arrest"", ""occurred_on"", ""Monday""]]",0.6871765469396014
356,The disagreement over online music sales was disclosed in documents filed last week with the judge and made available by the court yesterday .,The fight over online music sales was disclosed in documents made available Monday by the court .,"[[""disagreement"", ""regards"", ""online_music_sales""], [""documents"", ""contain"", ""disagreement""], [""documents"", ""filed_with"", ""judge""], [""documents"", ""made_available_by"", ""court""]]","[[""fight"", ""regards"", ""online_music_sales""], [""documents"", ""contain"", ""fight""], [""documents"", ""made_available_by"", ""court""], [""documents"", ""made_available_on"", ""Monday""]]",0.7395119218372002
357,"It reports a mailing list of 50,000 and support from about 500 congregations and 50 bishops .",The group has the support of about 215 churches and an estimated 25 bishops .,"[[""Mailing_List"", ""has_size"", ""50,000""], [""Mailing_List"", ""supported_by"", ""500_congregations""], [""Mailing_List"", ""supported_by"", ""50_bishops""]]","[[""Group"", ""supported_by"", ""215_churches""], [""Group"", ""supported_by"", ""25_bishops""]]",0.46203034112292235
301,"We need to challenge old habits and seriously rethink business-as-usual , "" he wrote .",""" We need to change old habits and seriously rethink business-as-usual . ""","[[""he"", ""wrote"", ""text""]]",[],0.0
358,The American Express Corp. has pledged at least $ 3 million of more than $ 5 million needed .,"The city had requested federal funds , but withdrew that request when American Express pledged at least $ 3 million .","[[""American_Express_Corp"", ""pledged"", ""at_least_$3_million""], [""at_least_$3_million"", ""part_of"", ""more_than_$5_million""]]","[[""American_Express"", ""pledged"", ""at_least_$3_million""], [""city"", ""requested"", ""federal_funds""], [""city"", ""withdrew_request_for"", ""federal_funds""], [""American_Express"", ""caused_withdrawal_of"", ""federal_funds_request""]]",0.7190686598592215
359,The unions also staged a five-day strike in March that forced all but one of Yale 's dining halls to close .,The unions also staged a five-day strike in March ; strikes have preceded eight of the last 10 contracts .,"[[""unions"", ""staged"", ""five-day_strike""], [""five-day_strike"", ""occurred_in"", ""March""], [""five-day_strike"", ""forced_to_close"", ""Yale_dining_halls""]]","[[""unions"", ""staged"", ""five-day_strike""], [""five-day_strike"", ""occurred_in"", ""March""], [""strikes"", ""preceded"", ""contracts""]]",0.6918051048518983
360,"A sign outside the Peachtree Restaurant reads : "" Pray for Eric Rudolph . """,""" Rudolph ate here "" , joked a sign outside one restaurant .","[[""Peachtree_Restaurant"", ""has_sign"", ""Pray_for_Eric_Rudolph""], [""Eric_Rudolph"", ""mentioned_on"", ""Peachtree_Restaurant_sign""]]","[[""Rudolph"", ""ate_at"", ""restaurant""], [""restaurant"", ""has_sign"", ""Rudolph_ate_here""]]",0.37860367679417
361,"Mohcine Douali , who lives in the centre of Algiers , said : "" It was a great shock .",""" It was a great shock , "" said Mohcine Douali , who lives in central Algiers .","[[""Mohcine_Douali"", ""lives_in"", ""Algiers""], [""Mohcine_Douali"", ""said"", ""great_shock""]]","[[""Mohcine_Douali"", ""lives_in"", ""Algiers""], [""Mohcine_Douali"", ""said"", ""great_shock""]]",1.0
362,There will be no vote on the issue but those opposed to Robinson 's appointment are thought to outnumber those who accept it by around 20 to 17 .,There will be no vote on the issue but those opposed to Robinson 's appointment are thought to be in the majority .,"[[""opponents_of_Robinson"", ""outnumber"", ""supporters_of_Robinson""], [""opponents_of_Robinson"", ""number"", ""20""], [""supporters_of_Robinson"", ""number"", ""17""]]","[[""opponents_of_Robinson"", ""are_in"", ""majority""]]",0.44423474975084115
363,"They have been identified by the Tarrant County Medical Examiner 's Office as Melena 's brother , Angel Melena , 25 , and Narcisco Del Angel Lozano , 34 .","The Tarrant County Medical Examiner 's Office has identified the deceased passengers at the scene as Angel Melena , 25 , and Narcisco Del-Angel Lozano , 34 .","[[""Tarrant_County_Medical_Examiner_Office"", ""identified"", ""Angel_Melena""], [""Tarrant_County_Medical_Examiner_Office"", ""identified"", ""Narcisco_Del_Angel_Lozano""], [""Angel_Melena"", ""age"", ""25""], [""Narcisco_Del_Angel_Lozano"", ""age"", ""34""], [""Angel_Melena"", ""brother_of"", ""Melena""]]","[[""Tarrant_County_Medical_Examiner_Office"", ""identified"", ""Angel_Melena""], [""Tarrant_County_Medical_Examiner_Office"", ""identified"", ""Narcisco_Del_Angel_Lozano""], [""Angel_Melena"", ""age"", ""25""], [""Narcisco_Del_Angel_Lozano"", ""age"", ""34""]]",0.8143967643121847
364,""" The fire calmed down considerably overnight , then it rained , "" said Andy Lyon , spokesman for the fire south of the city .",""" The fire calmed down considerably overnight , then it rained , "" said Andy Lyon , spokesman for the Douglas County fire command center .","[[""Andy_Lyon"", ""is"", ""spokesman""], [""Andy_Lyon"", ""spokesman_for"", ""fire_south_of_city""], [""fire_south_of_city"", ""calmed_down"", ""overnight""], [""fire_south_of_city"", ""affected_by"", ""rain""]]","[[""Andy_Lyon"", ""is"", ""spokesman""], [""Andy_Lyon"", ""spokesman_for"", ""Douglas_County_fire_command_center""], [""Douglas_County_fire"", ""calmed_down"", ""overnight""], [""Douglas_County_fire"", ""affected_by"", ""rain""]]",0.6886728424983509
365,"Sir Paul already has three children fashion designer Stella , 31 , Mary , 33 , and James , 25 by his wife Linda , who died from breast cancer in 1998 .","McCartney has three children - fashion designer Stella , 31 , Mary , 33 , and James , 25 - by first wife Linda .","[[""Sir_Paul"", ""has_children"", ""Stella""], [""Sir_Paul"", ""has_children"", ""Mary""], [""Sir_Paul"", ""has_children"", ""James""], [""Sir_Paul"", ""married_to"", ""Linda""], [""Linda"", ""died_from"", ""breast_cancer""], [""Linda"", ""died_in"", ""1998""]]","[[""McCartney"", ""has_children"", ""Stella""], [""McCartney"", ""has_children"", ""Mary""], [""McCartney"", ""has_children"", ""James""], [""McCartney"", ""married_to"", ""Linda""]]",0.6496639023937077
366,"Community college students will see their tuition rise by $ 300 to $ 2,800 or 12 percent .","Tuition at the six two-year community colleges will leap by $ 300 , to $ 2,800 .","[[""Community_college_students"", ""will_see_tuition_rise_by"", ""$300""], [""Community_college_students"", ""will_see_tuition_rise_to"", ""$2,800""], [""Tuition"", ""will_rise_by_percentage"", ""12_percent""]]","[[""Tuition"", ""at"", ""two-year_community_colleges""], [""Tuition"", ""will_leap_by"", ""$300""], [""Tuition"", ""will_leap_to"", ""$2,800""]]",0.6711372990354558
367,"Kenneth "" Supreme "" McGriff was sentenced to 37 months in prison for illegally possessing a handgun as a convicted felon at a firing range in Maryland .","Kenneth "" Supreme "" McGriff was sentenced to 37 months by U.S. District Judge J. Frederick Motz for illegally possessing a handgun as a convicted felon at a Maryland firing range .","[[""Kenneth_Supreme_McGriff"", ""sentenced_to"", ""37_months""], [""Kenneth_Supreme_McGriff"", ""illegally_possessed"", ""handgun""], [""Kenneth_Supreme_McGriff"", ""is"", ""convicted_felon""], [""handgun"", ""located_at"", ""firing_range""], [""firing_range"", ""location"", ""Maryland""]]","[[""Kenneth_Supreme_McGriff"", ""sentenced_to"", ""37_months""], [""Kenneth_Supreme_McGriff"", ""sentenced_by"", ""J_Frederick_Motz""], [""J_Frederick_Motz"", ""is"", ""U_S_District_Judge""], [""Kenneth_Supreme_McGriff"", ""illegally_possessed"", ""handgun""], [""Kenneth_Supreme_McGriff"", ""is"", ""convicted_felon""], [""handgun"", ""located_at"", ""Maryland_firing_range""], [""Maryland_firing_range"", ""location"", ""Maryland""]]",0.9928559127900991
368,"Under the plan being announced Wednesday in Washington , GM will provide Dow manufacturing plants with trucks containing fuel cell conversion equipment .","Under the plan , which GM and Dow were to announce Wednesday in Washington , GM will provide Dow manufacturing plants with trucks containing fuel cell conversion equipment .","[[""GM"", ""will_provide"", ""Dow_manufacturing_plants""], [""Dow_manufacturing_plants"", ""will_receive"", ""trucks""], [""trucks"", ""contain"", ""fuel_cell_conversion_equipment""], [""GM"", ""announcement_location"", ""Washington""]]","[[""GM"", ""will_provide"", ""Dow_manufacturing_plants""], [""Dow_manufacturing_plants"", ""will_receive"", ""trucks""], [""trucks"", ""contain"", ""fuel_cell_conversion_equipment""], [""GM_and_Dow"", ""announcement_location"", ""Washington""]]",0.873130917323328
369,"Sarah Weddington , the abortion advocate and attorney who originally represented McCorvey , could not be reached for comment .","Sarah Weddington , the abortion advocate and lawyer who originally represented McCorvey , did not immediately return a call seeking comment .","[[""Sarah_Weddington"", ""is"", ""abortion_advocate""], [""Sarah_Weddington"", ""is"", ""attorney""], [""Sarah_Weddington"", ""represented"", ""McCorvey""]]","[[""Sarah_Weddington"", ""is"", ""abortion_advocate""], [""Sarah_Weddington"", ""is"", ""lawyer""], [""Sarah_Weddington"", ""represented"", ""McCorvey""]]",0.9960704195651418
370,"U.S. Attorney Patrick Fitzgerald said the wholesalers were not to blame and were "" victims in this . ""","U.S. Attorney Patrick Fitzgerald declined to name the wholesalers , whom he called "" victims in this . ""","[[""Patrick_Fitzgerald"", ""said"", ""wholesalers_were_victims""], [""wholesalers"", ""are"", ""victims""]]","[[""Patrick_Fitzgerald"", ""declined_to_name"", ""wholesalers""], [""wholesalers"", ""are"", ""victims""], [""Patrick_Fitzgerald"", ""called"", ""wholesalers_victims""]]",0.9914842671435204
371,The Foreign Office says that Heaton is in detention but has not yet been charged with any offence .,"The Foreign Office said Heaton was in Saudi detention but had not been charged , and that consul officials had visited him on Thursday .","[[""Heaton"", ""is_in"", ""detention""], [""Heaton"", ""has_not_been_charged_with"", ""offence""], [""Foreign_Office"", ""says"", ""Heaton_is_in_detention""]]","[[""Heaton"", ""is_in"", ""Saudi_detention""], [""Heaton"", ""has_not_been_charged"", ""offence""], [""consul_officials"", ""visited"", ""Heaton""], [""Foreign_Office"", ""said"", ""Heaton_is_in_Saudi_detention""], [""consul_officials"", ""visited"", ""Heaton_on_Thursday""]]",0.7773493877172143
372,Vivace was founded in 1999 and has raised over $ 118 million in three rounds of venture financing .,"During difficult times for technology venture capital , Vivace raised over $ 118 million in three rounds of venture financing .","[[""Vivace"", ""founded_in"", ""1999""], [""Vivace"", ""raised"", ""$118_million""], [""Vivace"", ""completed"", ""three_rounds_of_venture_financing""]]","[[""Vivace"", ""raised"", ""$118_million""], [""Vivace"", ""completed"", ""three_rounds_of_venture_financing""], [""Vivace"", ""facing"", ""difficult_times_for_technology_venture_capital""]]",0.7916338209373184
373,"In Vienna , the IAEA said ElBaradei would accept the invitation , although no date had yet been set .","In Vienna , the International Atomic Energy Agency said on Monday ElBaradei had accepted Iran 's invitation , but said no date had yet been set .","[[""IAEA"", ""said"", ""ElBaradei_would_accept_invitation""], [""ElBaradei"", ""would_accept"", ""invitation""], [""invitation"", ""location"", ""Vienna""]]","[[""International_Atomic_Energy_Agency"", ""said"", ""ElBaradei_had_accepted_invitation""], [""ElBaradei"", ""had_accepted"", ""Iran_invitation""], [""Iran_invitation"", ""location"", ""Vienna""], [""International_Atomic_Energy_Agency"", ""location"", ""Vienna""]]",0.8474326211955243
374,"He gave a surprisingly impassioned speech to the United Steelworkers of America , who announced their endorsement yesterday .","On Tuesday , he picked up the endorsement of the United Steelworkers of America .","[[""He"", ""gave_speech_to"", ""United_Steelworkers_of_America""], [""United_Steelworkers_of_America"", ""announced_endorsement"", ""He""]]","[[""He"", ""picked_up_endorsement_of"", ""United_Steelworkers_of_America""]]",0.9493200200089144
