id,paragraph_1,paragraph_2,kg_1,kg_2,snea_bert_similarity
305,"PET data show that amoxapine's profile is very similar to that of the established atypical antipsychotics. These data, together with amoxapine's in vitro pharmacologic profile, effectiveness in animal models, and efficacy in psychotic depression raise the possibility of amoxapine as an ""atypical"" antipsychotic agent in the treatment of schizophrenia.","CLM data show that amoxapine's profile is very similar to that of the established atypical antipsychotics. These data, together with amoxapine's in vitro pharmacologic profile, effectiveness in animal models, and efficacy in psychotic depression raise the possibility of amoxapine as an ""atypical"" antipsychotic agent in the treatment of schizophrenia.","[[""PET_data"", ""show"", ""amoxapine_profile""], [""amoxapine_profile"", ""similar_to"", ""established_atypical_antipsychotics""], [""amoxapine"", ""has"", ""in_vitro_pharmacologic_profile""], [""amoxapine"", ""effective_in"", ""animal_models""], [""amoxapine"", ""effective_in"", ""psychotic_depression""], [""amoxapine"", ""possible_atypical_antipsychotic_agent"", ""schizophrenia_treatment""]]","[[""CLM_data"", ""show"", ""amoxapine_profile""], [""amoxapine_profile"", ""similar_to"", ""established_atypical_antipsychotics""], [""amoxapine"", ""has"", ""in_vitro_pharmacologic_profile""], [""amoxapine"", ""effective_in"", ""animal_models""], [""amoxapine"", ""effective_in"", ""psychotic_depression""], [""amoxapine"", ""possible_atypical_antipsychotic_agent"", ""schizophrenia_treatment""]]",0.9343935525603693
306,"PET data show that amoxapine's profile is very similar to that of the established atypical antipsychotics. These data, together with amoxapine's in vitro pharmacologic profile, effectiveness in animal models, and efficacy in psychotic depression raise the possibility of amoxapine as an ""atypical"" antipsychotic agent in the treatment of schizophrenia.","PET data show that amoxapine's profile is very similar to that of the established atypical antipsychotics. the possibility of amoxapine as an ""atypical"" antipsychotic agent in the treatment of schizophrenia efficacy in psychotic depression raise These data, together with amoxapine's in vitro pharmacologic profile, effectiveness in animal models, and.","[[""PET_data"", ""show"", ""amoxapine_profile""], [""amoxapine_profile"", ""is_similar_to"", ""established_atypical_antipsychotics""], [""amoxapine"", ""has"", ""in_vitro_pharmacologic_profile""], [""amoxapine"", ""is_effective_in"", ""animal_models""], [""amoxapine"", ""has_efficacy_in"", ""psychotic_depression""], [""amoxapine"", ""could_be"", ""atypical_antipsychotic_agent""], [""atypical_antipsychotic_agent"", ""treats"", ""schizophrenia""]]","[[""PET_data"", ""show"", ""amoxapine_profile""], [""amoxapine_profile"", ""is_similar_to"", ""established_atypical_antipsychotics""], [""amoxapine"", ""has"", ""in_vitro_pharmacologic_profile""], [""amoxapine"", ""is_effective_in"", ""animal_models""], [""amoxapine"", ""has_efficacy_in"", ""psychotic_depression""], [""amoxapine"", ""could_be"", ""atypical_antipsychotic_agent""], [""atypical_antipsychotic_agent"", ""treats"", ""schizophrenia""]]",1.0
307,"PET data show that amoxapine's profile is very similar to that of the established atypical antipsychotics. These data, together with amoxapine's in vitro pharmacologic profile, effectiveness in animal models, and efficacy in psychotic depression raise the possibility of amoxapine as an ""atypical"" antipsychotic agent in the treatment of schizophrenia.",There was considerable impact at many levels; graduates were perceived to be able to contribute significantly to their workplaces and often had influence at the national level. Much of the impact described was in line with public health educational aims. The qualitative method study revealed more in-depth understanding of graduates' impact as well as their career pathways.,"[[""PET_data"", ""show"", ""amoxapine_profile""], [""amoxapine_profile"", ""similar_to"", ""established_atypical_antipsychotics_profile""], [""amoxapine"", ""has"", ""in_vitro_pharmacologic_profile""], [""amoxapine"", ""effective_in"", ""animal_models""], [""amoxapine"", ""effective_in"", ""psychotic_depression""], [""amoxapine"", ""potential_atypical_antipsychotic_agent"", ""schizophrenia_treatment""], [""amoxapine"", ""considered_as"", ""atypical_antipsychotic_agent""]]","[[""graduates"", ""perceived_to_contribute"", ""workplaces""], [""graduates"", ""have_influence"", ""national_level""], [""impact"", ""described"", ""public_health_educational_aims""], [""qualitative_method_study"", ""revealed"", ""graduates_impact""], [""qualitative_method_study"", ""revealed"", ""graduates_career_pathways""], [""graduates"", ""have"", ""career_pathways""]]",0.06523270444823918
308,"The present survey showed a weak relationship between serum ACE and the frequency of SH, the clinical relevance of which is unclear. This limits the proposed role for serum ACE as an index of risk for SH.","The present survey showed a watery kinship between serum ACE and the frequence of SH, the medical relevancy of which is unclear. This limits the proposed function for serum ACE as an indicant of hazard for SH.","[[""serum_angiotensin-converting_enzyme"", ""related_to"", ""frequency_of_severe_hypoglycaemia""], [""serum_angiotensin-converting_enzyme"", ""relationship_with"", ""frequency_of_severe_hypoglycaemia""], [""relationship_between_serum_angiotensin-converting_enzyme_and_frequency_of_severe_hypoglycaemia"", ""described_as"", ""weak""], [""serum_angiotensin-converting_enzyme"", ""proposed_as"", ""index_of_risk_for_severe_hypoglycaemia""], [""proposed_role_of_serum_angiotensin-converting_enzyme"", ""limited_by"", ""unclear_clinical_relevance""]]","[[""serum_angiotensin-converting_enzyme"", ""related_to"", ""frequency_of_severe_hypoglycaemia""], [""serum_angiotensin-converting_enzyme"", ""kinship_with"", ""frequency_of_severe_hypoglycaemia""], [""kinship_between_serum_angiotensin-converting_enzyme_and_frequency_of_severe_hypoglycaemia"", ""described_as"", ""watery""], [""serum_angiotensin-converting_enzyme"", ""proposed_as"", ""indicant_of_hazard_for_severe_hypoglycaemia""], [""proposed_function_of_serum_angiotensin-converting_enzyme"", ""limited_by"", ""unclear_medical_relevancy""]]",0.8042865714856633
309,"The present survey showed a weak relationship between serum ACE and the frequency of SH, the clinical relevance of which is unclear. This limits the proposed role for serum ACE as an index of risk for SH.","The present survey showed a weak relationship between serum TNM and the frequency of SH, the clinical relevance of which is unclear. This limits the proposed role for serum ACE as an index of risk for SH.","[[""serum_angiotensin-converting_enzyme"", ""has_weak_relationship_with"", ""frequency_of_severe_hypoglycaemia""], [""weak_relationship_between_serum_angiotensin-converting_enzyme_and_frequency_of_severe_hypoglycaemia"", ""has"", ""unclear_clinical_relevance""], [""serum_angiotensin-converting_enzyme"", ""limits_proposed_role_as"", ""index_of_risk_for_severe_hypoglycaemia""]]","[[""serum_TNM"", ""has_weak_relationship_with"", ""frequency_of_severe_hypoglycaemia""], [""weak_relationship_between_serum_TNM_and_frequency_of_severe_hypoglycaemia"", ""has"", ""unclear_clinical_relevance""], [""serum_angiotensin-converting_enzyme"", ""limits_proposed_role_as"", ""index_of_risk_for_severe_hypoglycaemia""]]",0.7863206488785708
310,"The present survey showed a weak relationship between serum ACE and the frequency of SH, the clinical relevance of which is unclear. This limits the proposed role for serum ACE as an index of risk for SH.","a weak relationship between serum ACE and the frequency of SH, showed The present survey the clinical relevance of which is unclear. This limits the proposed role for serum ACE as an index of risk for SH.","[[""serum_angiotensin-converting_enzyme"", ""weak_relationship_with"", ""frequency_of_severe_hypoglycaemia""], [""relationship"", ""has"", ""unclear_clinical_relevance""], [""serum_angiotensin-converting_enzyme"", ""limits_proposed_role_as"", ""index_of_risk_for_severe_hypoglycaemia""], [""present_survey"", ""showed"", ""weak_relationship""]]","[[""serum_angiotensin-converting_enzyme"", ""weak_relationship_with"", ""frequency_of_severe_hypoglycaemia""], [""relationship"", ""has"", ""unclear_clinical_relevance""], [""serum_angiotensin-converting_enzyme"", ""limits_proposed_role_as"", ""index_of_risk_for_severe_hypoglycaemia""], [""present_survey"", ""showed"", ""weak_relationship""]]",1.0
311,"The present survey showed a weak relationship between serum ACE and the frequency of SH, the clinical relevance of which is unclear. This limits the proposed role for serum ACE as an index of risk for SH.",Our investigation did not undoubtedly prove that significant changes of fetal biometric parameters occurred in the last three decades. It is possible that secular growth acceleration does not exist in prenatal period but also the observed time period could have been short for this phenomenon to manifest.,"[[""serum_angiotensin-converting_enzyme"", ""relationship_with"", ""frequency_of_severe_hypoglycaemia""], [""relationship"", ""described_as"", ""weak""], [""serum_angiotensin-converting_enzyme"", ""proposed_role"", ""index_of_risk_for_severe_hypoglycaemia""], [""proposed_role"", ""limited_by"", ""clinical_relevance""], [""clinical_relevance"", ""described_as"", ""unclear""], [""severe_hypoglycaemia"", ""abbreviation"", ""SH""], [""angiotensin-converting_enzyme"", ""abbreviation"", ""ACE""]]","[[""investigation"", ""found"", ""no_significant_changes_of_fetal_biometric_parameters""], [""fetal_biometric_parameters"", ""examined_over"", ""last_three_decades""], [""secular_growth_acceleration"", ""existence_in_prenatal_period"", ""unclear""], [""observed_time_period"", ""possible_limitation"", ""short_duration""], [""secular_growth_acceleration"", ""relationship_with"", ""prenatal_period""], [""investigation"", ""outcome"", ""no_proof_of_secular_growth_acceleration""]]",0.1632168034755036
312,"Urinary biomarkers allow a non-invasive, sensitive, early assessment of the tubular lesions of the SK. Urinary biomarkers of PT injury parallel renal function decline, thus complementing the estimation of GFR. Monitoring of PT dysfunction is mandatory in patients with SK.","a non-invasive, sensitive, early assessment of the tubular lesions of the SK was allowed by Urinary biomarkers. Urinary biomarkers of PT injury parallel renal function decline, thus complementing the estimation of GFR. Monitoring of PT dysfunction is mandatory in individuals with SK.","[[""Urinary_Biomarkers"", ""allow"", ""non-invasive_assessment""], [""Urinary_Biomarkers"", ""allow"", ""sensitive_assessment""], [""Urinary_Biomarkers"", ""allow"", ""early_assessment""], [""Urinary_Biomarkers"", ""assess"", ""Tubular_Lesions""], [""Tubular_Lesions"", ""located_in"", ""Solitary_Kidney""], [""Urinary_Biomarkers"", ""parallel"", ""Renal_Function_Decline""], [""Urinary_Biomarkers"", ""complement"", ""Estimation_of_GFR""], [""PT_Injury"", ""monitored_in"", ""Patients_with_Solitary_Kidney""], [""PT_Dysfunction"", ""monitored_in"", ""Patients_with_Solitary_Kidney""]]","[[""Urinary_Biomarkers"", ""allow"", ""non-invasive_assessment""], [""Urinary_Biomarkers"", ""allow"", ""sensitive_assessment""], [""Urinary_Biomarkers"", ""allow"", ""early_assessment""], [""Urinary_Biomarkers"", ""assess"", ""Tubular_Lesions""], [""Tubular_Lesions"", ""located_in"", ""Solitary_Kidney""], [""Urinary_Biomarkers"", ""parallel"", ""Renal_Function_Decline""], [""Urinary_Biomarkers"", ""complement"", ""Estimation_of_GFR""], [""PT_Injury"", ""monitored_in"", ""Individuals_with_Solitary_Kidney""], [""PT_Dysfunction"", ""monitored_in"", ""Individuals_with_Solitary_Kidney""]]",0.9994317229309103
313,"Urinary biomarkers allow a non-invasive, sensitive, early assessment of the tubular lesions of the SK. Urinary biomarkers of PT injury parallel renal function decline, thus complementing the estimation of GFR. Monitoring of PT dysfunction is mandatory in patients with SK.","Urinary biomarkers allow a non-invasive, sensitive, early assessment of the tubular lesions of the SK. Urinary biomarkers of PT injury parallel renal function decline, thus complementing the estimation of BDD. Monitoring of PT dysfunction is mandatory in patients with SK.","[[""urinary_biomarkers"", ""allow"", ""non-invasive_assessment""], [""urinary_biomarkers"", ""used_for"", ""early_assessment""], [""urinary_biomarkers"", ""used_for"", ""sensitive_assessment""], [""urinary_biomarkers"", ""assess"", ""tubular_lesions""], [""tubular_lesions"", ""located_in"", ""solitary_kidney""], [""urinary_biomarkers_of_PT_injury"", ""parallel"", ""renal_function_decline""], [""renal_function_decline"", ""estimated_by"", ""GFR""], [""urinary_biomarkers_of_PT_injury"", ""complement"", ""estimation_of_GFR""], [""PT_dysfunction"", ""monitored_in"", ""patients_with_SK""], [""patients_with_SK"", ""have"", ""solitary_kidney""]]","[[""urinary_biomarkers"", ""allow"", ""non-invasive_assessment""], [""urinary_biomarkers"", ""used_for"", ""early_assessment""], [""urinary_biomarkers"", ""used_for"", ""sensitive_assessment""], [""urinary_biomarkers"", ""assess"", ""tubular_lesions""], [""tubular_lesions"", ""located_in"", ""solitary_kidney""], [""urinary_biomarkers_of_PT_injury"", ""parallel"", ""renal_function_decline""], [""renal_function_decline"", ""estimated_by"", ""BDD""], [""urinary_biomarkers_of_PT_injury"", ""complement"", ""estimation_of_BDD""], [""PT_dysfunction"", ""monitored_in"", ""patients_with_SK""], [""patients_with_SK"", ""have"", ""solitary_kidney""]]",0.841867763212304
314,"Urinary biomarkers allow a non-invasive, sensitive, early assessment of the tubular lesions of the SK. Urinary biomarkers of PT injury parallel renal function decline, thus complementing the estimation of GFR. Monitoring of PT dysfunction is mandatory in patients with SK.","a non-invasive, sensitive, early assessment of the tubular lesions of the SK allow Urinary biomarkers. Urinary biomarkers of PT injury parallel renal function decline, thus complementing the estimation of GFR. Monitoring of PT dysfunction is mandatory in patients with SK.","[[""Urinary_Biomarkers"", ""allow"", ""non-invasive_assessment""], [""Urinary_Biomarkers"", ""used_for"", ""early_assessment""], [""Urinary_Biomarkers"", ""used_for"", ""sensitive_assessment""], [""Urinary_Biomarkers"", ""assess"", ""Tubular_Lesions""], [""Tubular_Lesions"", ""part_of"", ""Solitary_Kidney""], [""Urinary_Biomarkers_of_PT_Injury"", ""parallel"", ""Renal_Function_Decline""], [""Renal_Function_Decline"", ""related_to"", ""GFR""], [""Urinary_Biomarkers_of_PT_Injury"", ""complement"", ""estimation_of_GFR""], [""Monitoring_of_PT_Dysfunction"", ""mandatory_in"", ""Patients_with_Solitary_Kidney""]]","[[""Urinary_Biomarkers"", ""allow"", ""non-invasive_assessment""], [""Urinary_Biomarkers"", ""used_for"", ""early_assessment""], [""Urinary_Biomarkers"", ""used_for"", ""sensitive_assessment""], [""Urinary_Biomarkers"", ""assess"", ""Tubular_Lesions""], [""Tubular_Lesions"", ""part_of"", ""Solitary_Kidney""], [""Urinary_Biomarkers_of_PT_Injury"", ""parallel"", ""Renal_Function_Decline""], [""Renal_Function_Decline"", ""related_to"", ""GFR""], [""Urinary_Biomarkers_of_PT_Injury"", ""complement"", ""estimation_of_GFR""], [""Monitoring_of_PT_Dysfunction"", ""mandatory_in"", ""Patients_with_Solitary_Kidney""]]",0.9999999565358489
315,"Urinary biomarkers allow a non-invasive, sensitive, early assessment of the tubular lesions of the SK. Urinary biomarkers of PT injury parallel renal function decline, thus complementing the estimation of GFR. Monitoring of PT dysfunction is mandatory in patients with SK.","The ANN with its intrinsic ability to detect non-linear correlation, and to relate specific item patterns to LOS, outperformed linear statistics but was still disappointing in estimating individual LOS. It might be speculated that therapeutic intervention modulates the natural course of the disease thus counteracting both disease severity as initially scored by PRISM, and LOS. This being true, the inverse of the correlation between PRISM (or PRISM based LOS estimate) and LOS might be a candidate indicator of quality of care.","[[""urinary_biomarkers"", ""allow"", ""non-invasive_assessment""], [""urinary_biomarkers"", ""used_for"", ""early_assessment""], [""urinary_biomarkers"", ""used_for"", ""sensitive_assessment""], [""tubular_lesions"", ""associated_with"", ""solitary_kidney""], [""urinary_biomarkers"", ""monitor"", ""PT_injury""], [""PT_injury"", ""related_to"", ""renal_function_decline""], [""renal_function_decline"", ""estimated_by"", ""GFR""], [""PT_dysfunction"", ""monitored_in"", ""patients_with_solitary_kidney""]]","[[""ANN"", ""detects"", ""non-linear_correlation""], [""ANN"", ""relates"", ""item_patterns_to_LOS""], [""ANN"", ""outperformed"", ""linear_statistics""], [""ANN"", ""disappointing_in"", ""estimating_individual_LOS""], [""therapeutic_intervention"", ""modulates"", ""disease_course""], [""disease_course"", ""affected_by"", ""disease_severity""], [""disease_severity"", ""scored_by"", ""PRISM""], [""PRISM"", ""related_to"", ""LOS""], [""LOS"", ""estimated_by"", ""PRISM_based_LOS_estimate""], [""PRISM"", ""used_for"", ""LOS_estimate""], [""correlation_between_PRISM_and_LOS"", ""inverse"", ""quality_of_care""]]",0.24223811038080423
316,"Under the conditions of this study, preclerkship (year 2) CPEs strongly predicted medical students at risk for failing a senior CPE. This finding opens the opportunity for remediation of deficits prior to or during clerkships.","Under the status of this probe, preclerkship (year 2) CPEs strongly predicted aesculapian students at chance for failing a senior CPE. This finding opens the opportunity for remediation of deficits prior to or during clerkships.","[[""preclerkship_CPEs"", ""strongly_predicted"", ""medical_students_at_risk""], [""medical_students_at_risk"", ""at_risk_for"", ""failing_senior_CPE""], [""finding"", ""opens_opportunity_for"", ""remediation_of_deficits""], [""remediation_of_deficits"", ""occurs"", ""prior_to_or_during_clerkships""], [""preclerkship_CPEs"", ""occurs_in"", ""year_2""]]","[[""probe"", ""status_of"", ""preclerkship_CPEs""], [""preclerkship_CPEs"", ""strongly_predicted"", ""aesculapian_students_at_chance""], [""aesculapian_students_at_chance"", ""at_chance_for"", ""failing_senior_CPE""], [""finding"", ""opens_opportunity_for"", ""remediation_of_deficits""], [""remediation_of_deficits"", ""occurs"", ""prior_to_or_during_clerkships""], [""preclerkship_CPEs"", ""occurs_in"", ""year_2""], [""aesculapian_students"", ""synonym_for"", ""medical_students""]]",0.841717286303604
317,"Under the conditions of this study, preclerkship (year 2) CPEs strongly predicted medical students at risk for failing a senior CPE. This finding opens the opportunity for remediation of deficits prior to or during clerkships.","Under the conditions of this study, preclerkship (year 3) CPEs strongly predicted medical students at risk for failing a senior CPE. This finding opens the opportunity for remediation of deficits prior to or during clerkships.","[[""preclerkship_CPEs"", ""predict"", ""medical_students_at_risk""], [""medical_students_at_risk"", ""at_risk_for"", ""failing_senior_CPE""], [""finding"", ""opens_opportunity_for"", ""remediation_of_deficits""], [""remediation_of_deficits"", ""possible_during"", ""clerkships""], [""preclerkship_CPEs"", ""year"", ""year_2""]]","[[""preclerkship_CPEs"", ""predict"", ""medical_students_at_risk""], [""medical_students_at_risk"", ""at_risk_for"", ""failing_senior_CPE""], [""finding"", ""opens_opportunity_for"", ""remediation_of_deficits""], [""remediation_of_deficits"", ""possible_during"", ""clerkships""], [""preclerkship_CPEs"", ""year"", ""year_3""]]",0.9992965278796466
318,"Under the conditions of this study, preclerkship (year 2) CPEs strongly predicted medical students at risk for failing a senior CPE. This finding opens the opportunity for remediation of deficits prior to or during clerkships.","Under the conditions of this study, preclerkship (medical students strongly predicted year 2) CPEs at risk for failing a senior CPE. This finding opens the opportunity for remediation of deficits prior to or during clerkships.","[[""preclerkship_CPEs"", ""strongly_predicted"", ""medical_students_at_risk""], [""medical_students_at_risk"", ""at_risk_for"", ""failing_senior_CPE""], [""finding"", ""opens_opportunity_for"", ""remediation_of_deficits""], [""remediation_of_deficits"", ""occurs"", ""prior_to_or_during_clerkships""]]","[[""preclerkship_CPEs"", ""strongly_predicted"", ""medical_students_at_risk""], [""medical_students_at_risk"", ""at_risk_for"", ""failing_senior_CPE""], [""finding"", ""opens_opportunity_for"", ""remediation_of_deficits""], [""remediation_of_deficits"", ""occurs"", ""prior_to_or_during_clerkships""], [""medical_students"", ""in_year"", ""year_2""]]",1.0
319,"Under the conditions of this study, preclerkship (year 2) CPEs strongly predicted medical students at risk for failing a senior CPE. This finding opens the opportunity for remediation of deficits prior to or during clerkships.","Although the cost-effectiveness of a single-pill strategy was within the acceptable willingness-to-pay threshold, the QALY difference were minimal. Further research is recommended to explore the long-term impact of the strategy.","[[""preclerkship_CPEs"", ""predicted"", ""medical_students_at_risk""], [""medical_students_at_risk"", ""at_risk_for"", ""failing_senior_CPE""], [""finding"", ""opens_opportunity_for"", ""remediation_of_deficits""], [""remediation_of_deficits"", ""occurs"", ""prior_to_or_during_clerkships""]]","[[""single-pill_strategy"", ""evaluated_for"", ""cost-effectiveness""], [""cost-effectiveness"", ""compared_to"", ""willingness-to-pay_threshold""], [""QALY_difference"", ""described_as"", ""minimal""], [""further_research"", ""recommended_to"", ""explore_long-term_impact""], [""long-term_impact"", ""related_to"", ""single-pill_strategy""]]",0.23773178099810827
320,"Tests combining total and percent free PSA show modest overall improvements over total PSA. However, utilization of percent free PSA below a PSA threshold of 4 ng/mL could translate into a practically important reduction in unnecessary biopsies without sacrificing cancers detected.","Tests combining total and percentage complimentary PSA demonstrate small overall improvements over entire PSA. However, utilization of percentage free PSA below a PSA limen of 4 ng/mL could translate into a practically substantial reduction in unnecessary biopsies without sacrificing cancers detected.","[[""tests"", ""combine"", ""total_PSA""], [""tests"", ""combine"", ""percent_free_PSA""], [""tests"", ""show"", ""modest_improvements""], [""modest_improvements"", ""over"", ""total_PSA""], [""percent_free_PSA"", ""used_below"", ""PSA_threshold""], [""PSA_threshold"", ""value"", ""4_ng/mL""], [""utilization"", ""of"", ""percent_free_PSA""], [""utilization"", ""translates_into"", ""reduction_in_unnecessary_biopsies""], [""reduction_in_unnecessary_biopsies"", ""without"", ""sacrificing_cancers_detected""]]","[[""tests"", ""combine"", ""total_PSA""], [""tests"", ""combine"", ""percentage_complimentary_PSA""], [""tests"", ""demonstrate"", ""small_improvements""], [""small_improvements"", ""over"", ""entire_PSA""], [""percentage_free_PSA"", ""used_below"", ""PSA_limen""], [""PSA_limen"", ""value"", ""4_ng/mL""], [""utilization"", ""of"", ""percentage_free_PSA""], [""utilization"", ""translates_into"", ""practically_substantial_reduction""], [""practically_substantial_reduction"", ""in"", ""unnecessary_biopsies""], [""practically_substantial_reduction"", ""without"", ""sacrificing_cancers_detected""]]",0.6297150988051124
321,"Tests combining total and percent free PSA show modest overall improvements over total PSA. However, utilization of percent free PSA below a PSA threshold of 4 ng/mL could translate into a practically important reduction in unnecessary biopsies without sacrificing cancers detected.","Tests combining total and percent free PSA show modest overall improvements over total PSA. However, utilization of percent free PSA below a PSA threshold of 7 ng/mL could translate into a practically important reduction in unnecessary biopsies without sacrificing cancers detected.","[[""tests"", ""combine"", ""total_PSA""], [""tests"", ""combine"", ""percent_free_PSA""], [""tests"", ""show_improvement_over"", ""total_PSA""], [""percent_free_PSA"", ""used_below"", ""PSA_threshold_of_4_ng/mL""], [""utilization"", ""leads_to"", ""reduction_in_unnecessary_biopsies""], [""reduction_in_unnecessary_biopsies"", ""occurs_without"", ""sacrificing_cancers_detected""]]","[[""tests"", ""combine"", ""total_PSA""], [""tests"", ""combine"", ""percent_free_PSA""], [""tests"", ""show_improvement_over"", ""total_PSA""], [""percent_free_PSA"", ""used_below"", ""PSA_threshold_of_7_ng/mL""], [""utilization"", ""leads_to"", ""reduction_in_unnecessary_biopsies""], [""reduction_in_unnecessary_biopsies"", ""occurs_without"", ""sacrificing_cancers_detected""]]",0.9995733723397839
322,"Tests combining total and percent free PSA show modest overall improvements over total PSA. However, utilization of percent free PSA below a PSA threshold of 4 ng/mL could translate into a practically important reduction in unnecessary biopsies without sacrificing cancers detected.","modest overall improvements over total PSA show Tests combining total and percent free PSA. However, utilization of percent free PSA below a PSA threshold of 4 ng/mL could translate into a practically important reduction in unnecessary biopsies without sacrificing cancers detected.","[[""tests"", ""combine"", ""total_PSA""], [""tests"", ""combine"", ""percent_free_PSA""], [""tests"", ""show"", ""modest_overall_improvements""], [""modest_overall_improvements"", ""over"", ""total_PSA""], [""utilization"", ""of"", ""percent_free_PSA""], [""percent_free_PSA"", ""below_threshold"", ""4_ng/mL""], [""utilization"", ""translates_into"", ""reduction_in_unnecessary_biopsies""], [""reduction_in_unnecessary_biopsies"", ""without_sacrificing"", ""cancers_detected""]]","[[""tests"", ""combine"", ""total_PSA""], [""tests"", ""combine"", ""percent_free_PSA""], [""tests"", ""show"", ""modest_overall_improvements""], [""modest_overall_improvements"", ""over"", ""total_PSA""], [""utilization"", ""of"", ""percent_free_PSA""], [""percent_free_PSA"", ""below_threshold"", ""4_ng/mL""], [""utilization"", ""translates_into"", ""reduction_in_unnecessary_biopsies""], [""reduction_in_unnecessary_biopsies"", ""without_sacrificing"", ""cancers_detected""]]",1.0
323,"Tests combining total and percent free PSA show modest overall improvements over total PSA. However, utilization of percent free PSA below a PSA threshold of 4 ng/mL could translate into a practically important reduction in unnecessary biopsies without sacrificing cancers detected.","The tidal volume delivered by a manual resuscitator shows large variations. There were significant differences in the volume delivered by compression methods, but physical characteristics are not a predictor of tidal volume delivery. The manual resuscitator is not a suitable device for accurate ventilation.","[[""total_PSA"", ""combined_with"", ""percent_free_PSA""], [""total_PSA"", ""compared_to"", ""percent_free_PSA""], [""percent_free_PSA"", ""used_for"", ""reduction_in_unnecessary_biopsies""], [""percent_free_PSA"", ""threshold"", ""4_ng/mL""], [""biopsies"", ""reduced_by"", ""percent_free_PSA""], [""cancers"", ""detected_by"", ""percent_free_PSA""], [""cancers"", ""detected_by"", ""total_PSA""]]","[[""manual_resuscitator"", ""delivers"", ""tidal_volume""], [""tidal_volume"", ""varies_by"", ""compression_methods""], [""compression_methods"", ""used_with"", ""manual_resuscitator""], [""physical_characteristics"", ""not_predictor_of"", ""tidal_volume_delivery""], [""manual_resuscitator"", ""not_suitable_for"", ""accurate_ventilation""]]",0.07363576127554629
324,"The survey shows significant dissatisfaction amongst consultant radiologists with the current service, confirms a low number of paediatric radiologists taking on this work, and suggests the potential to increase numbers of radiology child abuse experts by 27% if given improved training and support. Appropriate service and education strategies should be implemented.","The investigation shows substantial dissatisfaction amongst adviser radiologists with the current service, confirms a low number of paediatric radiologists taking on this work, and suggests the potential to elevate figure of radioscopy child abuse experts by 27% if given improved preparation and support. Appropriate service and instruction scheme should be implemented.","[[""survey"", ""shows"", ""dissatisfaction""], [""dissatisfaction"", ""amongst"", ""consultant_radiologists""], [""consultant_radiologists"", ""dissatisfied_with"", ""current_service""], [""current_service"", ""has"", ""low_number_of_paediatric_radiologists""], [""paediatric_radiologists"", ""take_on"", ""work""], [""work"", ""involves"", ""radiology_child_abuse_experts""], [""radiology_child_abuse_experts"", ""potential_to_increase"", ""27%""], [""increase"", ""depends_on"", ""improved_training_and_support""]]","[[""investigation"", ""shows"", ""dissatisfaction""], [""dissatisfaction"", ""amongst"", ""adviser_radiologists""], [""adviser_radiologists"", ""dissatisfied_with"", ""current_service""], [""current_service"", ""has"", ""low_number_of_paediatric_radiologists""], [""paediatric_radiologists"", ""take_on"", ""work""], [""work"", ""involves"", ""radioscopy_child_abuse_experts""], [""radioscopy_child_abuse_experts"", ""potential_to_elevate"", ""27%""], [""elevate"", ""depends_on"", ""improved_preparation_and_support""]]",0.8846232181784365
325,"The survey shows significant dissatisfaction amongst consultant radiologists with the current service, confirms a low number of paediatric radiologists taking on this work, and suggests the potential to increase numbers of radiology child abuse experts by 27% if given improved training and support. Appropriate service and education strategies should be implemented.","The survey shows significant dissatisfaction amongst consultant radiologists with the current service, confirms a low number of paediatric radiologists taking on this work, and suggests the potential to increase numbers of radiology child abuse experts by 38% if given improved training and support. Appropriate service and education strategies should be implemented.","[[""survey"", ""shows"", ""dissatisfaction""], [""dissatisfaction"", ""amongst"", ""consultant_radiologists""], [""consultant_radiologists"", ""dissatisfied_with"", ""current_service""], [""survey"", ""confirms"", ""low_number_of_paediatric_radiologists""], [""paediatric_radiologists"", ""take_on"", ""work""], [""survey"", ""suggests"", ""potential_to_increase""], [""potential_to_increase"", ""numbers_of"", ""radiology_child_abuse_experts""], [""radiology_child_abuse_experts"", ""increase_by"", ""27_percent""], [""increase"", ""given"", ""improved_training""], [""increase"", ""given"", ""support""], [""service_strategies"", ""should_be"", ""implemented""], [""education_strategies"", ""should_be"", ""implemented""]]","[[""survey"", ""shows"", ""dissatisfaction""], [""dissatisfaction"", ""amongst"", ""consultant_radiologists""], [""consultant_radiologists"", ""dissatisfied_with"", ""current_service""], [""survey"", ""confirms"", ""low_number_of_paediatric_radiologists""], [""paediatric_radiologists"", ""take_on"", ""work""], [""survey"", ""suggests"", ""potential_to_increase""], [""potential_to_increase"", ""numbers_of"", ""radiology_child_abuse_experts""], [""radiology_child_abuse_experts"", ""increase_by"", ""38_percent""], [""increase"", ""given"", ""improved_training""], [""increase"", ""given"", ""support""], [""service_strategies"", ""should_be"", ""implemented""], [""education_strategies"", ""should_be"", ""implemented""]]",0.9994999845954613
